,date,team1,team2,score1,score2,xg1,xg2,FTR,season_period,home_elo,away_elo,FTR_alpha,xg1_5g_avg,xg2_5g_avg,gd_5g_avg,game1,game2,game3,game4,game5,HomeWin,AwayWin,Draw
495,2019-05-12,ManUtd,Cardiff City,0.0,2.0,1.95,1.66,1,2,1859.7253417999998,1585.04418945,A,1.9040000000000001,1.24,0.2,H,H,H,A,D,0.999,0.0,0.001
496,2016-11-06,Leicester City,WestBrom,1.0,2.0,0.67,0.83,1,0,1791.0489502,1638.86767578,A,1.4040000000000001,0.9239999999999998,1.2,D,H,H,D,H,0.011,0.738,0.251
497,2016-11-26,Leicester City,Middlesbrough,2.0,2.0,2.11,0.34,2,0,1767.16967773,1601.45397949,D,1.454,0.9740000000000001,1.0,H,H,D,H,A,0.0,0.893,0.107
498,2016-12-10,Leicester City,ManCity,4.0,2.0,1.91,1.4,0,1,1735.37780762,1851.9855957000002,H,1.3,0.9520000000000001,0.8,H,D,H,A,D,0.927,0.002,0.071
499,2016-12-26,Leicester City,Everton,0.0,2.0,0.58,1.28,1,1,1739.39172363,1691.90429688,A,1.3219999999999998,1.138,0.6,D,H,A,D,H,1.0,0.0,0.0
500,2016-12-31,Leicester City,WestHam,1.0,0.0,1.15,2.22,0,1,1723.74853516,1675.78674316,H,1.3319999999999999,1.2,0.2,H,A,D,H,A,0.444,0.437,0.119
501,2017-01-14,Leicester City,Chelsea,0.0,3.0,0.25,0.77,1,1,1727.13354492,1863.36181641,A,1.284,1.214,0.0,A,D,H,A,H,0.217,0.745,0.038
502,2017-02-05,Leicester City,ManUtd,0.0,3.0,0.62,2.07,1,1,1696.51025391,1803.18701172,A,1.2,1.202,-0.4,D,H,A,H,A,0.83,0.149,0.021
503,2017-02-27,Leicester City,Liverpool,3.0,1.0,1.42,0.99,0,1,1668.7857666,1813.15905762,H,0.902,1.548,-1.0,H,A,H,A,A,0.035,0.868,0.097
504,2017-03-04,Leicester City,HullCity,3.0,1.0,1.76,1.13,0,1,1682.98278809,1572.746216,H,0.8039999999999999,1.466,-1.0,A,H,A,A,H,0.001,0.024,0.975
505,2017-04-01,Leicester City,Stoke City,2.0,0.0,1.86,1.44,0,2,1718.38476562,1678.36083984,H,1.04,1.4360000000000002,-0.2,H,A,A,H,H,0.0,0.971,0.029
506,2017-04-04,Leicester City,Sunderland,2.0,0.0,1.1,0.88,0,2,1725.92004395,1577.46923828,H,1.182,1.28,0.0,A,A,H,H,H,0.0,0.998,0.002
507,2017-05-06,Leicester City,Watford,3.0,0.0,0.73,0.73,0,2,1727.32836914,1617.88415527,H,1.352,1.3019999999999998,1.0,A,H,H,H,H,0.981,0.001,0.018
508,2017-05-18,Leicester City,Tottenham Hotspur,1.0,6.0,0.83,2.76,1,2,1730.19140625,1859.77307129,A,1.374,1.034,2.2,H,H,H,H,H,0.332,0.454,0.215
509,2017-05-21,Leicester City,Bournemouth,1.0,1.0,2.68,0.85,2,2,1715.35241699,1644.04516602,D,1.2560000000000002,1.3880000000000001,0.8,H,H,H,H,A,0.018,0.689,0.293
510,2017-08-19,Leicester City,Brighton and Hove Albion,2.0,0.0,2.05,0.16,0,0,1714.97399902,1580.4173584,H,1.44,1.332,0.4,H,H,H,A,D,0.128,0.41,0.462
511,2017-09-09,Leicester City,Chelsea,1.0,2.0,1.47,0.69,1,0,1717.22033691,1911.12158203,A,1.4780000000000002,1.0759999999999998,0.4,H,H,A,D,H,0.001,0.995,0.004
512,2017-09-23,Leicester City,Liverpool,2.0,3.0,2.72,2.02,1,0,1711.02880859,1842.1373290999998,A,1.5519999999999998,1.0379999999999998,-0.2,H,A,D,H,A,0.995,0.005,0.0
513,2017-10-16,Leicester City,WestBrom,1.0,1.0,1.21,0.25,2,0,1713.14099121,1653.9263916,D,1.95,1.296,-1.0,A,D,H,A,A,1.0,0.0,0.0
514,2017-10-29,Leicester City,Everton,2.0,0.0,1.44,0.72,0,0,1721.07324219,1707.93554688,H,2.026,0.7939999999999999,0.0,D,H,A,A,D,0.319,0.211,0.471
515,2017-11-18,Leicester City,ManCity,0.0,2.0,0.17,2.05,1,0,1729.69458008,1968.40515137,A,1.778,0.768,0.4,H,A,A,D,H,0.999,0.0,0.001
516,2017-11-28,Leicester City,Tottenham Hotspur,2.0,1.0,0.84,2.9,0,0,1712.83129883,1915.6348877,H,1.402,1.146,-0.4,A,A,D,H,A,0.551,0.442,0.007
517,2017-12-02,Leicester City,Burnley,1.0,0.0,1.18,1.22,0,1,1724.56237793,1688.87988281,H,1.276,1.588,0.0,A,D,H,A,H,0.011,0.246,0.743
518,2017-12-16,Leicester City,Crystal Palace,0.0,3.0,0.76,1.93,1,1,1754.58544922,1621.25756836,A,0.968,1.4280000000000002,0.4,D,H,A,H,H,0.0,0.979,0.02
519,2017-12-23,Leicester City,ManUtd,2.0,2.0,1.77,1.93,2,1,1732.58850098,1914.48620605,D,0.8779999999999999,1.764,-0.2,H,A,H,H,A,0.996,0.001,0.003
520,2018-01-01,Leicester City,Huddersfield Town,3.0,0.0,1.2,0.29,0,1,1723.56347656,1561.61352539,H,0.9440000000000002,2.006,-0.6,A,H,H,A,D,0.986,0.006,0.008
521,2018-01-20,Leicester City,Watford,2.0,0.0,1.52,1.03,0,1,1735.0769042999998,1621.85632324,H,1.15,1.6540000000000001,0.4,H,H,A,D,H,0.202,0.79,0.008
522,2018-02-03,Leicester City,Swansea City,1.0,1.0,1.76,0.5,2,1,1732.66333008,1643.89306641,D,1.286,1.28,0.6,H,A,D,H,H,1.0,0.0,0.0
523,2018-02-24,Leicester City,Stoke City,1.0,1.0,1.22,0.22,2,1,1731.77209473,1629.64050293,D,1.402,1.136,0.4,A,D,H,H,D,0.032,0.667,0.301
524,2018-03-03,Leicester City,Bournemouth,1.0,1.0,2.41,1.56,2,1,1727.40856934,1675.88525391,D,1.494,0.794,1.0,D,H,H,D,D,0.015,0.861,0.125
525,2018-04-07,Leicester City,Newcastle,1.0,2.0,1.0,0.35,1,2,1740.1126709000002,1652.98730469,A,1.622,0.72,1.0,H,H,D,D,D,1.0,0.0,0.0
526,2018-04-19,Leicester City,Southampton,0.0,0.0,0.6,0.75,2,2,1721.84338379,1630.33740234,D,1.5819999999999999,0.732,0.2,H,D,D,D,A,0.058,0.921,0.02
527,2018-05-05,Leicester City,WestHam,0.0,2.0,0.45,1.31,1,2,1699.55664062,1641.27099609,A,1.398,0.6759999999999999,-0.2,D,D,D,A,D,1.0,0.0,0.0
528,2018-05-09,Leicester City,Arsenal,3.0,1.0,2.24,1.82,0,2,1683.86816406,1831.54528809,H,1.136,0.8379999999999999,-0.6,D,D,A,D,A,0.0,0.976,0.024
529,2018-08-18,Leicester City,Wolverhampton,2.0,0.0,0.19,1.05,0,0,1694.64440918,1594.20068359,H,1.34,1.158,-0.2,D,A,D,A,H,0.051,0.717,0.232
530,2018-09-01,Leicester City,Liverpool,1.0,2.0,0.95,1.51,1,0,1702.57836914,1923.04626465,A,0.8960000000000002,1.056,0.2,A,D,A,H,H,0.99,0.001,0.009
531,2018-09-22,Leicester City,Huddersfield Town,3.0,1.0,1.76,0.67,0,0,1687.53344727,1548.79077148,H,0.8859999999999999,1.2879999999999998,0.2,D,A,H,H,A,0.042,0.266,0.692
532,2018-10-06,Leicester City,Everton,1.0,2.0,1.17,1.24,1,0,1700.09533691,1676.35498047,A,1.118,1.2719999999999998,0.6,A,H,H,A,H,0.256,0.607,0.137
533,2018-10-27,Leicester City,WestHam,1.0,1.0,2.37,1.64,2,0,1687.87304688,1660.12243652,D,1.262,1.258,0.8,H,H,A,H,A,0.0,1.0,0.0
534,2018-11-10,Leicester City,Burnley,0.0,0.0,1.45,0.44,2,0,1689.98168945,1627.90893555,D,1.288,1.222,0.4,H,A,H,A,D,0.999,0.0,0.001
535,2018-12-01,Leicester City,Watford,2.0,0.0,1.25,1.27,0,1,1687.63598633,1644.68505859,H,1.54,1.1,0.0,A,H,A,D,D,1.0,0.0,0.0
536,2018-12-08,Leicester City,Tottenham Hotspur,0.0,2.0,0.31,1.1,1,1,1693.76818848,1896.36962891,A,1.6,1.052,0.6,H,A,D,D,H,0.004,0.027,0.969
537,2018-12-26,Leicester City,ManCity,2.0,1.0,1.61,1.61,0,1,1692.27856445,1973.07263184,H,1.31,1.138,-0.2,A,D,D,H,A,0.875,0.003,0.123
538,2018-12-29,Leicester City,Cardiff City,0.0,1.0,1.5,0.52,1,1,1705.68554688,1555.87158203,A,1.398,1.2120000000000002,0.2,D,D,H,A,H,0.996,0.001,0.002
539,2019-01-12,Leicester City,Southampton,1.0,2.0,1.59,1.26,1,1,1701.98962402,1625.75634766,A,1.224,0.988,0.0,D,H,A,H,A,0.502,0.017,0.481
540,2019-02-03,Leicester City,ManUtd,0.0,1.0,1.89,1.31,1,1,1689.67285156,1860.96508789,A,1.252,1.1520000000000001,-0.2,H,A,H,A,A,0.49,0.184,0.326
541,2019-02-23,Leicester City,Crystal Palace,1.0,4.0,1.06,1.9,1,1,1682.92346191,1664.40429688,A,1.38,1.16,-0.8,A,H,A,A,A,0.997,0.002,0.0
542,2019-02-26,Leicester City,Brighton and Hove Albion,2.0,1.0,1.69,1.34,0,1,1665.69104004,1611.05554199,H,1.53,1.3199999999999998,-1.0,H,A,A,A,A,0.04,0.576,0.384
543,2019-03-09,Leicester City,Fulham,3.0,1.0,2.05,0.21,0,1,1671.50268555,1556.4329834,H,1.5459999999999998,1.266,-1.0,A,A,A,A,H,0.9,0.064,0.036
544,2019-03-30,Leicester City,Bournemouth,2.0,0.0,1.8,0.87,0,1,1697.7019042999998,1684.18286133,H,1.656,1.2040000000000002,-0.4,A,A,A,H,H,0.008,0.927,0.065
545,2019-04-12,Leicester City,Newcastle,0.0,1.0,1.01,1.16,1,2,1718.48669434,1672.19580078,A,1.6980000000000002,1.126,0.2,A,A,H,H,H,0.0,0.997,0.003
546,2019-04-28,Leicester City,Arsenal,3.0,0.0,3.78,0.71,0,2,1710.28015137,1870.73681641,H,1.5219999999999998,1.0959999999999999,0.2,A,H,H,H,A,0.982,0.0,0.018
547,2019-05-12,Leicester City,Chelsea,0.0,0.0,0.42,1.44,2,2,1736.50305176,1870.40002441,D,2.066,0.858,1.4,H,H,H,A,H,0.871,0.014,0.115
548,2016-11-19,Stoke City,Bournemouth,0.0,1.0,1.83,1.07,1,0,1672.31787109,1618.23278809,A,1.5319999999999998,1.444,-0.6,A,A,D,H,H,0.999,0.0,0.0
549,2016-12-03,Stoke City,Burnley,2.0,0.0,1.02,0.93,0,1,1667.01599121,1628.53869629,H,1.622,1.2060000000000002,-0.2,A,D,H,H,A,0.004,0.823,0.173
550,2016-12-14,Stoke City,Southampton,0.0,0.0,0.34,0.71,2,1,1669.92224121,1726.30651855,D,1.594,0.8440000000000001,1.0,D,H,H,A,H,0.942,0.05,0.008
551,2016-12-17,Stoke City,Leicester City,2.0,2.0,2.4,1.39,2,1,1669.52185059,1739.43041992,D,1.4380000000000002,0.9159999999999999,1.0,H,H,A,H,D,0.965,0.006,0.03
552,2017-01-03,Stoke City,Watford,2.0,0.0,2.22,0.52,0,1,1660.82250977,1618.00891113,H,1.516,1.034,0.6,H,A,H,D,D,0.002,0.658,0.34
553,2017-01-21,Stoke City,ManUtd,1.0,1.0,0.33,2.14,2,1,1679.62487793,1812.42651367,D,1.5619999999999998,0.9239999999999998,0.6,A,H,D,D,H,0.185,0.807,0.009
554,2017-02-01,Stoke City,Everton,1.0,1.0,1.68,0.98,2,1,1681.52954102,1742.14428711,D,1.262,1.138,0.8,H,D,D,H,D,0.379,0.603,0.018
555,2017-02-11,Stoke City,Crystal Palace,1.0,0.0,0.76,0.23,0,1,1674.79321289,1586.3190918,H,1.3940000000000001,1.148,0.4,D,D,H,D,D,0.998,0.001,0.001
556,2017-03-04,Stoke City,Middlesbrough,2.0,0.0,2.22,0.42,0,1,1668.40625,1584.66320801,H,1.4780000000000002,1.052,0.6,D,H,D,D,H,0.99,0.002,0.008
557,2017-03-18,Stoke City,Chelsea,1.0,2.0,0.97,1.7,1,1,1683.12316895,1885.69506836,A,1.4420000000000002,0.858,1.0,H,D,D,H,H,0.006,0.867,0.127
558,2017-04-08,Stoke City,Liverpool,1.0,2.0,1.68,1.07,1,2,1663.41040039,1816.69360352,A,1.192,1.094,0.4,D,D,H,H,A,0.019,0.487,0.494
559,2017-04-15,Stoke City,HullCity,3.0,1.0,1.99,1.26,0,2,1657.46154785,1586.258545,H,1.462,0.8800000000000001,0.2,D,H,H,A,A,0.317,0.628,0.055
560,2017-04-29,Stoke City,WestHam,0.0,0.0,1.21,0.87,2,2,1653.72485352,1654.25708008,D,1.524,0.936,0.6,H,H,A,A,H,0.123,0.875,0.002
561,2017-05-13,Stoke City,Arsenal,1.0,4.0,1.6,2.27,1,2,1655.15527344,1824.73632812,A,1.614,1.064,0.4,H,A,A,H,D,0.0,0.004,0.996
562,2017-08-19,Stoke City,Arsenal,1.0,0.0,0.77,1.55,0,0,1659.59655762,1852.77661133,H,1.4899999999999998,1.4340000000000002,-0.6,A,A,H,D,A,0.999,0.0,0.001
563,2017-09-09,Stoke City,ManUtd,2.0,2.0,2.05,2.85,2,0,1674.34301758,1880.34631348,D,1.45,1.404,-0.2,A,H,D,A,H,0.04,0.721,0.24
564,2017-09-23,Stoke City,Chelsea,0.0,4.0,0.79,1.26,1,0,1673.06005859,1915.8951415999998,A,1.524,1.7600000000000002,0.0,H,D,A,H,D,0.003,0.027,0.97
565,2017-09-30,Stoke City,Southampton,2.0,1.0,2.44,1.3,0,0,1673.78723145,1691.63671875,H,1.284,1.7600000000000002,-1.2,D,A,H,D,A,1.0,0.0,0.0
566,2017-10-21,Stoke City,Bournemouth,1.0,2.0,1.5,1.02,1,0,1679.55993652,1641.17028809,A,1.53,1.8459999999999999,-1.0,A,H,D,A,H,0.001,0.803,0.196
567,2017-11-04,Stoke City,Leicester City,2.0,2.0,1.34,1.44,2,0,1677.90942383,1729.46801758,D,1.51,1.5959999999999999,-0.6,H,D,A,H,A,0.76,0.086,0.155
568,2017-11-29,Stoke City,Liverpool,0.0,3.0,0.91,2.8,1,0,1659.13562012,1857.47570801,A,1.624,1.5739999999999998,-0.8,D,A,H,A,D,0.008,0.746,0.246
569,2017-12-02,Stoke City,Swansea City,2.0,1.0,1.24,0.34,0,1,1651.28540039,1616.46191406,H,1.396,1.5639999999999998,-1.4,A,H,A,D,A,0.005,0.188,0.807
570,2017-12-16,Stoke City,WestHam,0.0,3.0,1.22,2.38,1,1,1650.53857422,1637.64111328,A,1.4860000000000002,1.38,-0.4,H,A,D,A,H,0.012,0.544,0.444
571,2017-12-23,Stoke City,WestBrom,3.0,1.0,1.65,2.22,0,1,1633.65808105,1628.07336426,H,1.242,1.596,-1.2,A,D,A,H,A,0.007,0.94,0.054
572,2018-01-01,Stoke City,Newcastle,0.0,1.0,0.7,1.89,1,1,1638.18457031,1610.2590332,A,1.2719999999999998,1.836,-0.6,D,A,H,A,H,0.97,0.002,0.028
573,2018-01-20,Stoke City,Huddersfield Town,2.0,0.0,0.99,0.28,0,1,1624.88122559,1544.3059082,H,1.1440000000000001,1.926,-0.8,A,H,A,H,A,0.978,0.003,0.019
574,2018-01-31,Stoke City,Watford,0.0,0.0,0.82,0.87,2,1,1631.72961426,1616.15637207,D,1.16,1.422,0.2,H,A,H,A,H,0.0,0.597,0.403
575,2018-02-10,Stoke City,Brighton and Hove Albion,1.0,1.0,0.64,1.04,2,1,1624.43286133,1610.80957031,D,1.0759999999999998,1.528,0.0,A,H,A,H,D,0.014,0.186,0.8
576,2018-03-12,Stoke City,ManCity,0.0,2.0,0.25,1.61,1,1,1634.29675293,1992.97424316,A,0.96,1.2600000000000002,0.6,H,A,H,D,D,0.0,0.999,0.001
577,2018-03-17,Stoke City,Everton,1.0,2.0,1.1,3.7,1,1,1624.87915039,1684.86364746,A,0.6799999999999999,1.138,-0.2,A,H,D,D,A,1.0,0.0,0.0
578,2018-04-07,Stoke City,Tottenham Hotspur,1.0,2.0,1.37,1.4,1,2,1616.10876465,1937.30908203,A,0.76,1.5,-0.2,H,D,D,A,A,0.0,0.071,0.929
579,2018-04-22,Stoke City,Burnley,1.0,1.0,0.35,1.38,2,2,1616.66430664,1712.32763672,D,0.836,1.7240000000000002,-0.8,D,D,A,A,A,0.996,0.0,0.004
580,2018-05-05,Stoke City,Crystal Palace,1.0,2.0,0.72,1.33,1,2,1625.73449707,1675.66308594,A,0.7420000000000001,1.826,-0.8,D,A,A,A,D,0.391,0.004,0.605
581,2016-11-06,Swansea City,ManUtd,1.0,3.0,0.63,0.99,1,0,1645.10302734,1763.31811523,A,1.5859999999999999,1.982,-1.0,A,D,A,A,D,0.015,0.742,0.243
582,2016-11-26,Swansea City,Crystal Palace,5.0,4.0,3.0,2.08,0,0,1635.92138672,1617.40991211,H,1.442,1.7919999999999998,-1.0,D,A,A,D,A,0.98,0.003,0.017
583,2016-12-10,Swansea City,Sunderland,3.0,0.0,2.21,0.83,0,1,1632.75708008,1620.25390625,H,1.7759999999999998,1.736,-0.8,A,A,D,A,H,0.353,0.628,0.019
584,2016-12-26,Swansea City,WestHam,1.0,4.0,0.93,3.16,1,1,1622.68188477,1661.04077148,A,1.974,1.38,0.2,A,D,A,H,H,0.046,0.932,0.022
585,2016-12-31,Swansea City,Bournemouth,0.0,3.0,0.69,2.01,1,1,1607.93591309,1621.25195312,A,1.67,1.5119999999999998,-0.2,D,A,H,H,A,0.0,0.006,0.994
586,2017-01-14,Swansea City,Arsenal,0.0,4.0,0.52,2.24,1,1,1602.48632812,1866.5324707000002,A,1.4919999999999998,1.814,-0.8,A,H,H,A,A,0.0,0.945,0.055
587,2017-01-31,Swansea City,Southampton,2.0,1.0,0.88,1.0,0,1,1610.63928223,1704.25061035,H,1.47,2.064,-1.2,H,H,A,A,A,0.972,0.019,0.01
588,2017-02-12,Swansea City,Leicester City,2.0,0.0,0.76,0.81,0,1,1617.22851562,1684.13330078,H,1.0459999999999998,1.848,-1.2,H,A,A,A,H,0.981,0.014,0.005
589,2017-03-04,Swansea City,Burnley,3.0,2.0,1.31,1.01,0,1,1622.11462402,1639.82800293,H,0.7559999999999999,1.844,-1.4,A,A,A,H,H,0.601,0.388,0.011
590,2017-04-02,Swansea City,Middlesbrough,0.0,0.0,0.7,1.0,2,2,1613.96972656,1574.50231934,D,0.8320000000000001,1.414,-0.6,A,A,H,H,H,1.0,0.0,0.0
591,2017-04-05,Swansea City,Tottenham Hotspur,1.0,3.0,0.73,2.56,1,2,1610.88427734,1835.46289062,A,0.8340000000000001,1.2120000000000002,0.0,A,H,H,H,D,0.0,0.817,0.182
592,2017-04-22,Swansea City,Stoke City,2.0,0.0,0.5,1.78,0,2,1595.34960938,1664.67980957,H,0.8760000000000001,1.2760000000000002,0.4,H,H,H,D,A,0.232,0.593,0.175
593,2017-05-06,Swansea City,Everton,1.0,0.0,1.79,0.3,0,2,1615.51086426,1756.92712402,H,0.8,1.4320000000000002,0.6,H,H,D,A,H,0.0,0.987,0.013
594,2017-05-21,Swansea City,WestBrom,2.0,1.0,2.02,1.31,0,2,1637.26025391,1645.86975098,H,1.0059999999999998,1.33,0.4,H,D,A,H,H,0.001,0.622,0.378
595,2017-08-19,Swansea City,ManUtd,0.0,4.0,0.4,3.44,1,0,1653.89904785,1864.55090332,A,1.148,1.39,0.4,D,A,H,H,H,0.001,0.018,0.981
596,2017-09-10,Swansea City,Newcastle,0.0,1.0,1.25,1.29,1,0,1659.07470703,1624.85351562,A,1.088,1.878,-0.4,A,H,H,H,A,0.939,0.049,0.012
597,2017-09-23,Swansea City,Watford,1.0,2.0,1.86,1.51,1,0,1657.62841797,1633.2722168,A,1.1920000000000002,1.624,-0.2,H,H,H,A,A,0.156,0.821,0.022
598,2017-10-14,Swansea City,Huddersfield Town,2.0,0.0,1.78,0.4,0,0,1649.74487305,1526.7232666,H,1.464,1.5699999999999998,-0.8,H,H,A,A,A,1.0,0.0,0.0
599,2017-10-21,Swansea City,Leicester City,1.0,2.0,0.71,1.9,1,0,1658.19299316,1712.70776367,A,1.4620000000000002,1.59,-0.6,H,A,A,A,H,0.02,0.494,0.486
600,2017-11-04,Swansea City,Brighton and Hove Albion,0.0,1.0,1.56,0.8,1,0,1647.47167969,1628.04455566,A,1.2,1.7080000000000002,-1.0,A,A,A,H,A,0.0,0.9,0.1
601,2017-11-25,Swansea City,Bournemouth,0.0,0.0,0.93,0.56,2,0,1618.7265625,1655.19091797,D,1.432,1.18,-0.4,A,A,H,A,A,0.007,0.991,0.002
602,2017-12-09,Swansea City,WestBrom,1.0,0.0,0.97,0.32,0,1,1613.87463379,1631.07214355,H,1.368,1.034,-0.2,A,H,A,A,D,0.997,0.0,0.003
603,2017-12-13,Swansea City,ManCity,0.0,4.0,0.4,3.1,1,1,1620.80651855,1967.83435059,A,1.19,0.7959999999999999,0.2,H,A,A,D,H,0.016,0.065,0.919
604,2017-12-23,Swansea City,Crystal Palace,1.0,1.0,0.61,1.19,2,1,1609.72717285,1643.2545166,D,0.914,1.336,-1.0,A,A,D,H,A,0.0,0.985,0.015
605,2018-01-02,Swansea City,Tottenham Hotspur,0.0,2.0,0.4,1.87,1,1,1615.38232422,1913.3717040999998,A,0.8939999999999999,1.1940000000000002,-0.8,A,D,H,A,D,1.0,0.0,0.0
606,2018-01-22,Swansea City,Liverpool,1.0,0.0,0.42,2.2,0,1,1613.28320312,1898.16516113,H,0.6619999999999999,1.4080000000000001,-1.0,D,H,A,D,A,0.928,0.07,0.002
607,2018-01-30,Swansea City,Arsenal,3.0,1.0,2.38,1.17,0,1,1626.84619141,1833.84545898,H,0.5599999999999999,1.736,-0.8,H,A,D,A,H,0.0,1.0,0.0
608,2018-02-10,Swansea City,Burnley,1.0,0.0,0.63,0.52,0,1,1647.71630859,1682.84912109,H,0.8420000000000001,1.906,-0.6,A,D,A,H,H,1.0,0.0,0.0
609,2018-03-03,Swansea City,WestHam,4.0,1.0,2.21,0.39,0,1,1649.22045898,1666.86706543,H,0.8879999999999999,1.39,0.4,D,A,H,H,H,0.999,0.001,0.0
610,2018-04-14,Swansea City,Everton,1.0,1.0,1.53,1.63,2,2,1651.21179199,1697.57067871,D,1.208,1.23,1.0,A,H,H,H,H,0.015,0.963,0.022
611,2018-04-28,Swansea City,Chelsea,0.0,1.0,0.66,1.48,1,2,1650.23596191,1853.53149414,A,1.4340000000000002,1.182,1.4,H,H,H,H,D,0.002,0.993,0.005
612,2018-05-08,Swansea City,Southampton,0.0,1.0,0.45,1.9,1,2,1637.0637207,1644.95837402,A,1.482,1.0379999999999998,1.0,H,H,H,D,A,0.004,0.056,0.94
613,2018-05-13,Swansea City,Stoke City,1.0,2.0,2.12,1.9,1,2,1627.58203125,1617.39404297,A,1.0959999999999999,1.1840000000000002,0.4,H,H,D,A,A,0.429,0.032,0.539
614,2016-11-19,Tottenham Hotspur,WestHam,3.0,2.0,2.59,1.85,0,0,1813.1842040999998,1657.63891602,H,1.852,1.0659999999999998,0.8,H,D,H,H,D,0.064,0.864,0.073
615,2016-12-03,Tottenham Hotspur,Swansea City,5.0,0.0,4.07,0.06,0,1,1800.48339844,1642.14135742,H,1.906,1.356,0.8,D,H,H,D,H,0.0,0.9,0.1
616,2016-12-14,Tottenham Hotspur,HullCity,3.0,0.0,2.64,0.73,0,1,1804.17749023,1557.270752,H,2.58,0.982,1.8,H,H,D,H,H,0.998,0.001,0.001
617,2016-12-18,Tottenham Hotspur,Burnley,2.0,1.0,1.68,1.43,0,1,1807.48059082,1619.46972656,H,2.556,0.89,2.2,H,D,H,H,H,0.0,0.042,0.958
618,2017-01-04,Tottenham Hotspur,Chelsea,2.0,0.0,1.0,1.22,0,1,1831.79956055,1873.91040039,H,2.5700000000000003,0.976,2.0,D,H,H,H,H,0.773,0.039,0.187
619,2017-01-14,Tottenham Hotspur,WestBrom,4.0,0.0,2.96,0.14,0,1,1842.3482665999998,1677.90966797,H,2.396,1.058,2.4,H,H,H,H,H,0.013,0.012,0.975
620,2017-02-04,Tottenham Hotspur,Middlesbrough,1.0,0.0,2.24,0.68,0,1,1844.77490234,1594.79589844,H,2.47,0.716,3.0,H,H,H,H,H,0.927,0.067,0.007
621,2017-02-26,Tottenham Hotspur,Stoke City,4.0,0.0,1.63,0.82,0,1,1811.0402832000002,1675.39294434,H,2.104,0.8400000000000001,2.2,H,H,H,H,H,0.992,0.001,0.007
622,2017-03-05,Tottenham Hotspur,Everton,3.0,2.0,1.55,0.97,0,1,1818.02685547,1746.85546875,H,1.902,0.858,2.4,H,H,H,H,H,1.0,0.0,0.0
623,2017-03-19,Tottenham Hotspur,Southampton,2.0,1.0,1.54,0.86,0,1,1824.71362305,1703.14697266,H,1.876,0.7659999999999999,2.4,H,H,H,H,H,0.001,0.993,0.006
624,2017-04-08,Tottenham Hotspur,Watford,4.0,0.0,1.41,0.36,0,2,1841.63317871,1629.35180664,H,1.9840000000000004,0.6940000000000001,2.2,H,H,H,H,H,0.001,0.063,0.936
625,2017-04-15,Tottenham Hotspur,Bournemouth,4.0,0.0,2.93,0.25,0,2,1846.0501709000002,1623.01379395,H,1.6740000000000002,0.7379999999999999,2.2,H,H,H,H,H,0.0,0.877,0.122
626,2017-04-30,Tottenham Hotspur,Arsenal,2.0,0.0,3.6,0.68,0,2,1856.07666016,1809.55383301,H,1.8119999999999998,0.6519999999999999,2.8,H,H,H,H,H,0.998,0.002,0.001
627,2017-05-14,Tottenham Hotspur,ManUtd,2.0,1.0,2.66,1.08,0,2,1853.69592285,1848.3927002,H,2.206,0.624,2.4,H,H,H,H,H,0.0,0.023,0.977
628,2017-08-20,Tottenham Hotspur,Chelsea,1.0,2.0,0.76,0.92,1,0,1893.89611816,1895.07080078,A,2.428,0.6459999999999999,2.4,H,H,H,H,H,0.835,0.16,0.005
629,2017-08-27,Tottenham Hotspur,Burnley,1.0,1.0,2.07,0.96,2,0,1886.11682129,1638.10266113,D,2.272,0.6579999999999999,2.0,H,H,H,H,A,0.002,0.054,0.944
630,2017-09-16,Tottenham Hotspur,Swansea City,0.0,0.0,1.48,0.23,2,0,1899.80273438,1650.3137207,D,2.4040000000000004,0.778,1.2,H,H,H,A,D,0.444,0.0,0.556
631,2017-10-14,Tottenham Hotspur,Bournemouth,1.0,0.0,2.26,0.25,0,0,1915.6427002,1639.65380859,H,2.114,0.774,0.4,H,H,A,D,D,0.036,0.958,0.005
632,2017-10-22,Tottenham Hotspur,Liverpool,4.0,1.0,2.95,0.78,0,0,1926.50610352,1860.24108887,H,1.8459999999999999,0.688,0.2,H,A,D,D,H,0.858,0.133,0.009
633,2017-11-05,Tottenham Hotspur,Crystal Palace,1.0,0.0,1.43,0.94,0,0,1939.08825684,1610.06848145,H,1.9040000000000001,0.6279999999999999,0.6,A,D,D,H,H,0.995,0.001,0.004
634,2017-11-25,Tottenham Hotspur,WestBrom,1.0,1.0,2.01,0.71,2,0,1923.4239502,1624.4909668,D,2.0380000000000003,0.6319999999999999,1.0,D,D,H,H,H,0.001,0.46,0.54
635,2017-12-09,Tottenham Hotspur,Stoke City,5.0,1.0,2.83,0.82,0,1,1904.55969238,1660.25244141,H,2.026,0.5820000000000001,1.0,D,H,H,H,D,1.0,0.0,0.0
636,2017-12-13,Tottenham Hotspur,Brighton and Hove Albion,2.0,0.0,2.22,0.47,0,1,1908.54699707,1605.26342773,H,2.296,0.7,1.8,H,H,H,D,H,1.0,0.0,0.0
637,2017-12-26,Tottenham Hotspur,Southampton,5.0,2.0,3.29,0.79,0,1,1909.91503906,1660.89294434,H,2.2880000000000003,0.7440000000000001,2.0,H,H,D,H,H,0.0,0.766,0.234
