,FTR,season_period,xg1_5g_avg,xg2_5g_avg,gd_5g_avg,elo_diff,game1_D,game1_H,game2_D,game2_H,game3_D,game3_H,game4_D,game4_H,game5_D,game5_H
183,0,2,2.412,1.036,1.6,199.76452636999988,1,0,0,1,1,0,0,1,0,1
248,2,2,1.6079999999999999,1.7159999999999997,-0.6,-146.4180908200001,1,0,0,1,0,0,1,0,0,0
508,1,2,1.374,1.034,2.2,-129.58166503999996,0,1,0,1,0,1,0,1,0,1
301,0,2,1.704,0.67,1.6,85.96582031000025,1,0,0,1,0,1,0,1,0,1
13,1,2,0.7220000000000001,1.516,-0.6,-24.774414060000026,1,0,0,0,0,1,0,0,1,0
405,0,2,2.1700000000000004,1.2599999999999998,1.2,345.74938965,0,0,0,1,0,1,0,1,0,1
169,1,2,1.488,1.5579999999999998,0.8,-302.9813234799999,0,1,0,1,0,1,0,1,0,0
509,2,2,1.2560000000000002,1.388,0.8,71.30725097000004,0,1,0,1,0,1,0,1,0,0
830,0,2,1.336,0.9879999999999999,0.4,269.66882324999983,0,1,0,1,1,0,0,0,1,0
457,0,2,1.9280000000000002,0.5820000000000001,0.4,199.66870117000008,1,0,1,0,1,0,0,1,1,0
249,1,2,1.766,1.3880000000000001,-0.6,52.47204590000001,0,1,0,0,1,0,0,0,1,0
594,0,2,1.0059999999999998,1.33,0.4,-8.609497069999861,0,1,1,0,0,0,0,1,0,1
679,1,2,1.03,1.1380000000000001,0.4,-245.51977538999995,0,0,0,1,0,1,0,1,0,0
302,0,0,2.188,0.834,2.0,131.16052246000004,0,1,0,1,0,1,0,1,0,1
406,1,0,2.104,0.9880000000000001,2.2,280.4180908200001,0,1,0,1,0,1,0,1,0,1
66,1,0,1.534,0.806,0.8,167.15185546999987,0,1,1,0,0,0,0,0,0,1
118,0,0,1.782,1.174,1.2,89.07690430000002,0,1,0,1,0,1,0,0,0,1
250,2,0,1.508,1.2399999999999998,-1.2,42.76367187000005,0,0,1,0,0,0,1,0,0,0
680,2,0,0.924,1.566,-0.4,-233.96777343999997,0,1,0,1,0,1,0,0,0,0
732,0,0,1.168,1.156,-0.4,-8.552978519999897,0,1,0,0,0,0,0,0,0,0
458,0,0,1.6039999999999999,0.4779999999999999,0.8,185.53491210999982,1,0,1,0,0,1,1,0,0,1
354,1,0,1.408,1.19,1.0,39.50427246000004,0,1,0,0,0,1,1,0,0,1
14,1,0,0.93,1.6460000000000001,-0.8,-6.632934570000089,0,0,0,1,0,0,1,0,0,0
510,0,0,1.44,1.3319999999999999,0.4,134.55664062000005,0,1,0,1,0,1,0,0,1,0
831,0,0,1.578,1.018,0.8,222.31591796999987,0,1,1,0,0,0,1,0,0,1
251,0,0,1.874,0.736,-0.6,21.633422849999988,1,0,0,0,1,0,0,0,1,0
562,0,0,1.4899999999999998,1.434,-0.6,-193.1800537099998,0,0,0,0,0,1,1,0,0,0
595,1,0,1.1480000000000001,1.39,0.4,-210.6518554700001,1,0,0,0,0,1,0,1,0,1
628,1,0,2.428,0.646,2.4,-1.174682619999885,0,1,0,1,0,1,0,1,0,1
184,2,0,2.272,0.686,2.0,112.265625,0,1,1,0,0,1,0,1,0,1
355,1,0,1.338,1.556,0.2,-234.8282470700001,0,0,0,1,1,0,0,1,0,0
67,1,0,1.296,0.798,-0.4,-26.180297849999988,1,0,0,0,0,0,0,1,0,0
459,0,0,1.886,0.5700000000000001,1.6,154.31445313000017,1,0,0,1,1,0,0,1,0,1
681,2,0,1.018,1.9439999999999997,-0.6,49.236694339999985,0,1,0,1,0,0,0,0,1,0
407,0,0,2.0439999999999996,0.6460000000000001,1.8,138.40014647999988,0,1,0,1,0,1,0,1,0,0
832,0,0,1.924,0.9,0.6,7.489501949999749,1,0,0,0,1,0,0,1,0,1
629,2,0,2.272,0.658,2.0,248.01416016000007,0,1,0,1,0,1,0,1,0,0
733,2,0,1.05,1.02,-0.6,-8.273803710000038,0,0,0,0,0,0,0,0,0,1
303,0,0,2.268,1.004,1.6,201.00341796999987,0,1,0,1,0,1,0,1,0,1
119,1,0,1.4,1.1640000000000001,0.6,-115.39550781000003,0,1,0,1,0,0,0,1,0,1
511,1,0,1.478,1.0759999999999998,0.4,-193.90124511999988,0,1,0,1,0,0,1,0,0,1
185,0,0,2.05,0.776,1.6,11.184692379999888,1,0,0,1,0,1,0,1,1,0
252,1,0,2.008,1.04,-0.4,71.15075683999999,0,0,1,0,0,0,1,0,0,1
563,2,0,1.45,1.4040000000000001,-0.2,-206.0032959,0,0,0,1,1,0,0,0,0,1
15,0,0,1.1139999999999999,1.296,-0.6,38.37524413999995,0,1,0,0,1,0,0,0,0,0
596,1,0,1.088,1.8779999999999997,-0.4,34.22119140999985,0,0,0,1,0,1,0,1,0,0
779,0,0,1.534,1.25,-0.6,136.5020751999998,0,0,0,1,1,0,0,1,0,0
356,0,0,1.322,1.5379999999999998,0.4,34.45715331999986,0,1,1,0,0,1,0,0,0,0
68,1,0,1.0859999999999999,0.8360000000000001,-0.8,-75.9213867200001,0,0,0,0,0,1,0,0,0,0
833,2,0,2.2159999999999997,0.8220000000000001,1.4,195.55151366999985,0,0,1,0,0,1,0,1,0,1
630,2,0,2.4040000000000004,0.778,1.2,249.48901367999997,0,1,0,1,0,1,0,0,1,0
682,1,0,0.9279999999999999,1.7479999999999998,-1.0,-254.57617187999995,0,1,0,0,0,0,1,0,1,0
734,2,0,0.82,1.1099999999999999,-0.4,-5.8671875,0,0,0,0,0,0,0,1,1,0
408,2,0,1.964,0.488,1.8,78.63391113000012,0,1,0,1,0,1,0,0,0,1
460,0,0,1.828,0.624,2.0,139.70874024000022,0,1,1,0,0,1,0,1,0,1
16,2,0,1.108,1.47,-0.6,143.33520507999992,0,0,1,0,0,0,0,0,0,1
120,0,0,1.1179999999999999,1.454,-0.4,100.42443847999994,0,1,0,0,0,1,0,1,0,0
512,1,0,1.552,1.0379999999999998,-0.2,-131.10852050999983,0,1,0,0,1,0,0,1,0,0
186,0,0,2.198,0.764,2.6,310.36035156,0,1,0,1,0,1,1,0,0,1
253,1,0,1.7839999999999996,0.866,-0.4,-200.47937011999988,1,0,0,0,1,0,0,1,0,0
564,1,0,1.524,1.7600000000000002,0.0,-242.83508300999983,0,1,1,0,0,0,0,1,1,0
597,1,0,1.1920000000000002,1.624,-0.2,24.356201170000077,0,1,0,1,0,1,0,0,0,0
780,1,0,1.472,0.9780000000000001,0.0,-231.8626709,0,1,1,0,0,1,0,0,0,1
304,0,0,2.6320000000000006,0.9879999999999999,2.0,194.57275389999995,0,1,0,1,0,1,0,1,0,1
357,2,0,1.0539999999999998,1.666,-0.2,-73.83898925999983,1,0,0,1,0,0,0,0,0,1
409,1,0,1.718,0.792,1.2,22.68383790000007,0,1,0,1,0,0,0,1,1,0
461,0,0,2.2960000000000003,0.8520000000000001,2.4,312.29064941,1,0,0,1,0,1,0,1,0,1
565,0,0,1.284,1.7600000000000002,-1.2,-17.849487299999964,1,0,0,0,0,1,1,0,0,0
735,2,0,0.858,0.8540000000000001,-0.2,3.3887939499998083,0,0,0,0,0,1,1,0,1,0
781,0,0,1.3900000000000001,1.2420000000000002,-0.4,9.458862310000086,1,0,0,1,0,0,0,1,0,0
305,0,0,2.926,1.0180000000000002,2.0,254.59301758000015,0,1,0,1,0,1,0,1,0,1
121,1,0,1.186,1.2719999999999998,-0.6,77.26660156000003,0,0,0,1,0,1,0,0,0,1
17,2,0,1.128,1.084,-0.2,3.3532714899999974,1,0,0,0,0,0,0,1,1,0
69,0,0,1.516,0.7819999999999999,-0.8,-335.25720215,0,0,0,1,0,0,0,0,0,0
834,2,0,2.378,0.6199999999999999,1.6,-66.12597656999992,1,0,0,1,0,1,0,1,1,0
187,0,0,2.65,0.836,2.6,251.2076416,0,1,0,1,1,0,0,1,0,1
598,0,0,1.464,1.5699999999999998,-0.8,123.02160645000004,0,1,0,1,0,0,0,0,0,0
631,0,0,2.114,0.774,0.4,275.9888916100001,0,1,0,1,0,0,1,0,1,0
683,0,0,0.866,2.306,-2.4,-208.6463623100001,0,0,0,0,1,0,1,0,0,0
254,2,0,1.598,0.982,-0.6,34.533081049999964,0,0,1,0,0,1,0,0,0,0
513,2,0,1.95,1.296,-1.0,59.21459961000005,0,0,1,0,0,1,0,0,0,0
782,1,0,1.408,1.262,-0.2,68.16711425000017,0,1,0,0,0,1,0,0,0,1
410,0,0,1.416,0.8480000000000001,0.8,249.1424560500002,0,1,0,0,0,1,1,0,0,0
188,0,0,3.062,0.598,3.4,268.34020996999993,0,1,1,0,0,1,0,1,0,1
255,0,0,1.534,0.9959999999999999,-0.4,24.432495120000112,1,0,0,1,0,0,0,0,1,0
566,1,0,1.53,1.846,-1.0,38.38964843000008,0,0,0,1,1,0,0,0,0,1
599,1,0,1.4620000000000002,1.59,-0.6,-54.51477051000006,0,1,0,0,0,0,0,0,0,1
122,1,0,1.294,0.884,-0.2,-137.57019043000014,0,1,0,1,0,0,0,1,0,0
632,0,0,1.846,0.688,0.2,66.26501464999978,0,1,0,0,1,0,1,0,0,1
306,0,0,2.686,1.04,2.0,217.30688476,0,1,0,1,0,1,0,1,0,1
358,1,0,1.0740000000000003,1.4060000000000001,-0.2,-268.8787841799997,0,1,0,0,0,0,0,1,1,0
70,2,0,1.684,0.6779999999999999,-0.2,-45.28137206999986,0,1,0,0,0,0,0,0,0,1
835,0,0,2.5040000000000004,0.64,1.6,311.8634033200001,0,1,0,1,0,1,1,0,1,0
462,0,0,2.444,0.7160000000000001,3.2,-24.661621089999926,0,1,0,1,0,1,0,1,0,1
684,1,0,1.16,2.384,-2.0,-1.9902343699998255,0,0,1,0,1,0,0,0,0,1
736,1,0,1.0959999999999999,1.09,0.0,-292.32775878999996,0,0,0,1,1,0,1,0,1,0
514,0,0,2.026,0.7939999999999999,0.0,13.137695310000026,1,0,0,1,0,0,0,0,1,0
18,0,0,0.998,1.036,-0.2,11.015258789999962,0,0,0,0,0,1,1,0,1,0
935,0,0,0.8879999999999999,1.056,-0.4,-113.6875,0,1,1,0,1,0,0,0,0,1
902,1,0,1.226,1.3379999999999999,0.6,6.708251949999976,0,0,0,1,0,1,1,0,0,1
256,1,0,1.416,1.024,-0.2,11.921508789999962,0,1,0,0,0,0,1,0,0,1
567,2,0,1.51,1.596,-0.6,-51.55859375,0,1,1,0,0,0,0,1,0,0
600,1,0,1.2,1.7080000000000002,-1.0,19.42712402999996,0,0,0,0,0,0,0,1,0,0
783,1,0,1.2,1.5040000000000002,-1.0,-198.8269042999998,0,0,0,1,0,0,0,1,0,0
411,0,0,1.278,1.124,0.4,-7.538330079999923,0,0,0,1,1,0,0,0,0,1
123,0,0,1.228,1.506,-1.0,33.884643560000086,0,1,0,0,0,1,0,0,0,0
189,0,0,3.332,0.5159999999999999,3.6,102.73913574000017,1,0,0,1,0,1,0,1,0,1
633,0,0,1.904,0.6279999999999999,0.6,329.01977538999995,0,0,1,0,1,0,0,1,0,1
307,0,0,2.536,0.7839999999999999,1.8,-86.10449218000008,0,1,0,1,0,1,0,1,0,1
359,0,0,0.882,1.546,-0.6,110.67285156000003,0,0,0,0,0,1,1,0,0,0
19,0,0,0.834,0.8240000000000001,0.2,51.33166503999996,0,0,0,1,1,0,1,0,0,1
71,2,0,1.6280000000000001,0.7780000000000001,-1.0,-87.80480956999986,0,0,0,0,0,0,0,1,1,0
515,1,0,1.778,0.768,0.4,-238.7105712900002,0,1,0,0,0,0,1,0,0,1
836,0,0,2.5140000000000002,0.4160000000000001,1.6,182.45361328000013,0,1,0,1,1,0,1,0,0,1
463,0,0,2.46,0.8640000000000001,3.0,267.41540527000006,0,1,0,1,0,1,0,1,0,1
737,1,0,1.23,1.078,0.0,-277.21618652999996,0,1,1,0,1,0,1,0,0,0
685,0,0,1.248,1.642,-1.2,2.5024413999999524,1,0,1,0,0,0,0,1,0,0
869,2,0,0.866,1.3599999999999999,0.2,-39.59960937999995,0,0,0,1,0,1,1,0,1,0
784,2,0,1.1680000000000001,1.3880000000000003,-0.8,-84.49401854999974,0,1,0,0,0,1,0,0,0,0
72,0,0,1.8679999999999999,1.008,-0.4,-68.76538086000005,0,0,0,0,0,1,1,0,1,0
837,2,0,2.53,0.40800000000000003,2.0,-61.0200195299999,0,1,1,0,1,0,0,1,0,1
464,0,0,2.5639999999999996,0.9620000000000001,2.8,266.4185791,0,1,0,1,0,1,0,1,0,1
903,1,0,1.246,1.1960000000000002,0.8,-17.600219730000163,0,1,0,1,1,0,0,1,0,0
601,2,0,1.432,1.18,-0.4,-36.4643554700001,0,0,0,0,0,1,0,0,0,0
634,2,0,2.038,0.6319999999999999,1.0,298.9329834,1,0,1,0,0,1,0,1,0,1
20,1,0,0.8859999999999999,0.7859999999999999,0.8,-157.02978516000007,0,1,1,0,1,0,0,1,0,1
936,1,0,0.8879999999999999,0.89,-0.4,-434.9262695300001,1,0,1,0,0,0,0,1,0,1
257,0,0,1.184,0.684,-0.6,0.17077635999999075,0,0,0,0,1,0,0,1,0,0
870,2,0,0.9179999999999998,1.146,0.6,17.756591800000024,0,1,0,1,1,0,1,0,1,0
516,0,0,1.402,1.146,-0.4,-202.8035888700001,0,0,0,0,1,0,0,1,0,0
686,1,0,1.116,1.532,-0.8,-229.54809569999998,1,0,0,0,0,1,0,0,0,1
738,2,0,1.128,1.248,-1.0,16.378295900000012,1,0,1,0,1,0,0,0,0,0
308,0,0,2.412,0.72,2.0,321.15527344,0,1,0,1,0,1,0,1,0,1
360,1,0,1.072,1.3239999999999998,0.6,-23.92370605999986,0,0,0,1,1,0,0,0,0,1
412,0,0,1.39,1.218,0.8,300.6708984300001,0,1,1,0,0,0,0,1,0,1
124,0,0,1.666,1.7719999999999998,-1.0,23.953979489999938,0,0,0,1,0,0,0,0,0,1
190,0,0,3.4819999999999993,0.438,4.0,288.14599609000015,0,1,0,1,0,1,0,1,0,1
568,1,0,1.6239999999999999,1.5739999999999998,-0.8,-198.34008788999995,1,0,0,0,0,1,0,0,1,0
309,1,1,2.716,0.7060000000000001,2.4,-49.26025389999995,0,1,0,1,0,1,0,1,0,1
871,1,1,0.9099999999999999,1.1279999999999997,0.2,-242.88989257000003,0,1,1,0,1,0,1,0,1,0
413,0,1,1.5559999999999998,1.132,0.6,302.0913085899999,1,0,0,0,0,1,0,1,0,1
125,0,1,1.89,1.548,0.4,141.13854979999996,0,1,0,0,0,0,0,1,0,1
517,0,1,1.276,1.5879999999999999,0.0,35.682495119999885,0,0,1,0,0,1,0,0,0,1
569,0,1,1.3960000000000001,1.5639999999999998,-1.4,34.82348632999992,0,0,0,1,0,0,1,0,0,0
687,2,1,1.326,1.5859999999999999,-1.2,-244.48779296999987,0,0,0,1,0,0,0,1,0,0
739,2,1,1.14,1.224,-1.0,21.14135741999985,1,0,1,0,0,0,0,0,1,0
361,2,1,1.1960000000000002,1.162,0.6,-27.795043939999914,0,1,1,0,0,0,0,1,0,0
191,0,1,3.34,0.6799999999999999,3.2,348.2065429700001,0,1,0,1,0,1,0,1,0,1
21,0,1,0.9040000000000001,0.774,0.4,18.763916010000003,1,0,1,0,0,1,0,1,0,0
73,2,1,1.982,1.026,0.2,-34.69104003999996,0,0,0,1,1,0,1,0,0,1
937,0,1,0.65,1.36,-0.6,-95.89050292000002,1,0,0,0,0,1,0,1,0,0
904,1,1,1.034,1.504,-0.4,-114.43591307999986,0,1,1,0,0,1,0,0,0,0
602,0,1,1.3679999999999999,1.034,-0.2,-17.197509760000003,0,0,0,1,0,0,0,0,1,0
635,0,1,2.026,0.5820000000000001,1.0,244.3072509699998,1,0,0,1,0,1,0,1,1,0
785,0,1,0.968,1.44,-1.2,-303.05761719,0,0,0,1,0,0,0,0,1,0
838,2,1,2.0959999999999996,0.47000000000000003,1.2,198.48083496000027,1,0,1,0,0,1,0,1,1,0
465,1,1,2.37,0.9219999999999999,2.6,-41.48571776999984,0,1,0,1,0,1,0,1,0,1
258,2,1,1.64,0.6100000000000001,0.4,-165.37634277000006,0,0,1,0,0,1,0,0,0,1
22,0,1,0.8860000000000001,0.946,0.6,36.03540038999995,1,0,0,1,0,1,0,0,0,1
74,0,1,2.31,1.0459999999999998,0.4,-47.736938479999935,0,1,1,0,1,0,0,1,1,0
938,1,1,0.8619999999999999,1.18,-0.2,-374.23474121000004,0,0,0,1,0,1,0,0,0,1
839,2,1,2.0379999999999994,0.558,1.2,251.77563476,1,0,0,1,0,1,1,0,1,0
466,0,1,2.142,1.0539999999999998,1.6,259.4448242200001,0,1,0,1,0,1,0,1,0,0
905,1,1,0.674,1.448,-0.8,-77.74536132999992,1,0,0,1,0,0,0,0,0,0
259,1,1,1.7299999999999998,0.5439999999999999,0.6,-58.46459961000028,1,0,0,1,0,0,0,1,1,0
603,1,1,1.19,0.7959999999999999,0.2,-347.02783204,0,1,0,0,0,0,1,0,0,1
636,0,1,2.296,0.7,1.8,303.28356934,0,1,0,1,0,1,1,0,0,1
786,2,1,0.8320000000000001,1.3539999999999999,-0.8,-207.76489257999992,0,1,0,0,0,0,1,0,0,1
310,0,1,3.304,0.9019999999999999,1.6,232.6640625,0,1,0,1,0,1,0,1,0,0
872,2,1,1.1300000000000001,1.314,-0.8,-94.82434081999986,1,0,1,0,1,0,1,0,0,0
414,0,1,2.056,0.9120000000000001,1.0,244.63952636999988,0,0,0,1,0,1,0,1,0,1
518,1,1,0.968,1.428,0.4,133.32788086000005,1,0,0,1,0,0,0,1,0,1
192,0,1,2.818,0.6499999999999999,2.4,61.64453125,0,1,0,1,0,1,0,1,0,1
570,1,1,1.4860000000000002,1.3800000000000001,-0.4,12.897460940000201,0,1,0,0,1,0,0,0,0,1
688,1,1,1.192,1.08,0.0,121.4001464800001,0,1,0,0,0,1,0,0,1,0
362,1,1,1.092,1.2440000000000002,0.4,-220.6204834,1,0,0,0,0,1,0,0,1,0
740,1,1,1.312,1.328,-1.0,-279.87438965,1,0,0,0,0,0,1,0,1,0
126,0,1,1.598,1.528,0.6,81.36853027999996,0,0,0,0,0,1,0,1,0,1
311,2,1,3.14,0.8959999999999999,1.4,-37.100585939999974,0,1,0,1,0,1,0,0,0,1
873,0,1,1.2200000000000002,1.1960000000000002,-0.8,-28.013916020000124,1,0,1,0,1,0,0,0,1,0
23,1,1,0.796,1.02,0.8,-204.8482666,0,1,0,1,0,0,0,1,0,1
127,2,1,1.7580000000000002,1.6060000000000003,1.2,-209.69287109000015,0,0,0,1,0,1,0,1,0,1
519,2,1,0.8779999999999999,1.764,-0.2,-181.89770507000003,0,1,0,0,0,1,0,1,0,0
193,0,1,2.7960000000000003,0.584,2.0,340.9168701199999,0,1,0,1,0,1,0,1,0,1
260,2,1,1.6179999999999999,0.714,0.0,111.2651367200001,0,1,0,0,0,1,1,0,0,0
571,0,1,1.242,1.5959999999999999,-1.2,5.584716789999902,0,0,1,0,0,0,0,1,0,0
604,2,1,0.914,1.3359999999999999,-1.0,-33.52734375,0,0,0,0,1,0,0,1,0,0
787,1,1,0.732,1.546,-1.0,51.740844729999935,0,0,0,0,1,0,0,1,1,0
363,2,1,0.906,1.72,-0.4,-5.640747070000089,0,0,0,1,0,0,1,0,0,0
415,0,1,2.122,0.808,1.4,298.7255859300001,0,1,0,1,0,1,0,1,0,1
939,2,1,0.922,1.2739999999999998,0.2,-84.06750489000001,0,1,0,1,0,0,0,1,0,0
840,0,1,1.968,0.5740000000000001,1.2,268.44348144000014,0,1,0,1,1,0,1,0,1,0
467,2,1,1.78,1.1400000000000001,1.0,222.03820799999994,0,1,0,1,0,1,0,0,0,1
637,0,1,2.288,0.744,2.0,249.02209472000004,0,1,0,1,1,0,0,1,0,1
689,0,1,0.966,1.4140000000000001,-0.8,-110.93664551000006,0,0,0,1,0,0,1,0,0,0
741,2,1,1.074,1.1039999999999999,-1.2,-89.55749511999988,0,0,0,0,1,0,1,0,0,0
906,1,1,0.7580000000000001,1.264,-1.0,-369.3203125,0,1,0,0,0,0,0,0,0,0
75,1,1,2.274,1.1320000000000001,0.4,-195.02282715,1,0,1,0,0,1,1,0,0,1
364,0,1,1.432,1.768,-0.2,-71.40344238000012,0,1,0,0,1,0,0,0,1,0
416,0,1,2.192,0.554,1.4,270.11865234000015,0,1,0,1,0,1,0,1,0,1
940,2,1,1.028,1.4,0.0,-136.33496093999997,0,1,0,0,0,1,0,0,1,0
841,0,1,2.064,0.648,1.6,154.6059570399998,0,1,1,0,1,0,1,0,0,1
468,2,1,1.984,1.068,0.8,246.9581298799999,0,1,0,1,0,0,0,1,1,0
907,2,1,0.732,1.652,-1.4,2.892822269999897,0,0,0,0,0,0,0,0,0,0
690,1,1,0.992,1.6260000000000001,-0.4,29.20727538999995,0,1,0,0,1,0,0,0,0,1
76,2,1,2.1079999999999997,1.3719999999999999,0.2,-345.7623291,1,0,0,1,1,0,0,1,0,0
742,2,1,1.066,0.8320000000000001,-1.0,-223.91650389999995,0,0,1,0,1,0,0,0,1,0
874,2,1,1.256,1.25,-0.6,-33.642456060000086,1,0,1,0,0,0,1,0,0,1
24,1,1,0.616,1.67,0.0,-190.91430664000018,0,1,0,0,0,1,0,1,0,0
128,1,1,1.666,1.21,1.8,-197.98449707000032,0,1,0,1,0,1,0,1,1,0
520,0,1,0.9440000000000002,2.006,-0.6,161.94995117000008,0,0,0,1,0,1,0,0,1,0
572,1,1,1.2719999999999998,1.8359999999999999,-0.6,27.92553711000005,1,0,0,0,0,1,0,0,0,1
194,0,1,2.33,0.6060000000000001,2.2,354.2381591799999,0,1,0,1,0,1,0,1,0,1
261,1,1,1.6900000000000002,0.8380000000000001,-0.2,18.396606450000036,0,0,0,1,1,0,0,0,1,0
605,1,1,0.8939999999999999,1.1940000000000002,-0.8,-297.98937987999966,0,0,1,0,0,1,0,0,1,0
788,0,1,1.036,1.576,-0.6,20.70593260999999,0,0,1,0,0,1,1,0,0,0
312,2,1,2.914,1.208,1.2,-76.87048339000012,0,1,0,1,0,0,0,1,1,0
638,2,1,2.3560000000000003,0.7459999999999999,2.0,266.21594239,0,1,1,0,0,1,0,1,0,1
417,2,1,2.366,0.398,2.2,186.42443847999994,0,1,0,1,0,1,0,1,0,1
77,0,1,2.01,1.3299999999999998,0.2,-32.732421869999826,0,1,1,0,0,1,0,0,1,0
941,1,1,0.9879999999999999,1.6320000000000001,-0.2,-102.24645995999981,0,0,0,1,0,0,1,0,1,0
908,2,1,0.6900000000000001,1.472,-1.2,9.016113290000021,0,0,0,0,0,0,0,0,1,0
639,0,1,2.4400000000000004,0.704,1.8,217.2735595700001,1,0,0,1,0,1,0,1,1,0
691,2,1,0.986,1.554,-1.0,-32.0832519600001,0,0,1,0,0,0,0,1,0,0
743,0,1,1.226,0.776,-0.2,7.963989260000062,1,0,1,0,0,0,1,0,1,0
365,0,1,1.488,1.658,-0.8,-194.63842774,0,0,1,0,0,0,1,0,0,1
842,0,1,2.1559999999999997,0.6599999999999999,1.2,-90.45837402999973,1,0,1,0,1,0,0,1,0,1
469,0,1,1.7759999999999998,1.01,0.2,275.98669434,0,1,0,0,0,1,1,0,1,0
313,0,1,2.806,1.616,0.8,164.76269531000003,0,1,0,0,0,1,1,0,1,0
875,1,1,1.608,1.312,-0.6,-308.6662597700001,1,0,0,0,1,0,0,1,1,0
25,1,1,0.49800000000000005,1.8720000000000003,-0.6,-225.85266113000012,0,0,0,1,0,1,0,0,0,0
129,2,1,1.3379999999999999,1.1199999999999999,1.2,60.43041992000008,0,1,0,1,0,1,1,0,0,0
521,0,1,1.1500000000000001,1.654,0.4,113.22058105999986,0,1,0,1,0,0,1,0,0,1
195,0,1,2.504,0.748,2.2,352.2154541000002,0,1,0,1,0,1,0,1,0,1
573,0,1,1.144,1.9260000000000002,-0.8,80.57531739000001,0,0,0,1,0,0,0,1,0,0
789,2,1,1.002,1.1700000000000002,0.2,13.419799810000086,1,0,0,1,1,0,0,0,0,1
262,2,1,1.614,1.098,-0.2,-259.52941894000014,0,1,1,0,0,0,1,0,0,0
606,0,1,0.6619999999999999,1.408,-1.0,-284.88195800999983,1,0,0,1,0,0,1,0,0,0
942,1,1,0.9899999999999999,1.176,-0.6,-347.1446533200001,0,1,0,0,1,0,1,0,0,0
607,0,1,0.5599999999999999,1.736,-0.8,-206.99926757000003,0,1,0,0,1,0,0,0,0,1
790,2,1,1.022,1.1300000000000001,0.2,10.075195310000026,0,1,1,0,0,0,0,1,1,0
418,1,1,2.11,0.6799999999999999,2.0,256.1989746100003,0,1,0,1,0,1,0,1,1,0
130,0,1,1.126,1.192,0.4,-56.01867676000006,0,1,0,1,1,0,0,0,1,0
196,0,1,2.696,0.628,2.4,341.73693847999994,0,1,0,1,0,1,0,1,0,1
909,2,1,0.8540000000000001,1.17,-0.6,-59.892944339999985,0,0,0,0,0,0,1,0,1,0
263,2,1,1.3279999999999998,1.35,-0.8,65.14624022999988,1,0,0,0,1,0,0,0,1,0
574,2,1,1.16,1.422,0.2,15.573242189999974,0,1,0,0,0,1,0,0,0,1
640,0,1,2.968,0.648,2.6,-1.7847900399999617,0,1,0,1,0,1,1,0,0,1
314,0,1,2.646,1.6620000000000001,0.4,123.92663573999994,0,0,0,1,1,0,1,0,0,1
366,0,1,1.4759999999999998,1.6760000000000002,-0.4,54.66870117000008,1,0,0,0,1,0,0,1,0,1
876,0,1,1.714,1.4380000000000002,-1.4,-67.77087401999984,0,0,1,0,0,1,1,0,0,0
26,2,1,0.542,1.64,-0.6,-297.8676757799999,0,1,0,1,0,0,0,0,0,0
522,2,1,1.286,1.28,0.6,88.77026366999985,0,1,0,0,1,0,0,1,0,1
470,0,1,1.778,1.222,0.6,367.70483399,0,0,0,1,1,0,1,0,0,1
744,1,1,1.2919999999999998,0.666,0.2,-28.781860359999882,1,0,0,0,1,0,1,0,0,1
78,2,1,2.042,1.324,0.2,42.5512695299999,1,0,0,1,0,0,1,0,0,1
843,2,1,2.0300000000000002,0.682,1.4,-30.83959961000005,1,0,1,0,0,1,0,1,0,1
692,0,1,1.088,1.478,-0.6,-270.9831543,1,0,0,0,0,1,0,0,1,0
131,0,1,1.322,1.686,0.2,27.848876960000098,0,1,1,0,0,0,1,0,0,1
197,0,1,2.842,0.556,2.8,239.66235352000012,0,1,0,1,0,1,0,1,0,1
575,2,1,1.076,1.528,0.0,13.623291019999897,0,0,0,1,0,0,0,1,1,0
608,0,1,0.842,1.906,-0.6,-35.1328125,0,0,1,0,0,0,0,1,0,1
641,0,1,2.7079999999999997,0.5820000000000001,2.2,94.97851562999995,0,1,0,1,1,0,0,1,0,1
791,0,1,1.192,1.052,0.0,13.305664060000026,1,0,0,0,0,1,1,0,1,0
943,0,1,0.6900000000000001,1.4920000000000002,-1.6,-157.49645996999993,0,0,1,0,1,0,0,0,0,0
910,0,1,1.168,1.252,-0.4,-283.21179198999994,0,0,0,0,1,0,1,0,1,0
264,1,1,1.31,1.4020000000000001,-0.8,-221.41857910999988,0,0,1,0,0,0,1,0,1,0
419,0,1,1.702,0.8539999999999999,1.0,246.22888183999999,0,1,0,1,0,1,1,0,0,0
367,2,1,1.642,1.5699999999999998,-0.2,37.768554689999974,0,0,1,0,0,1,0,1,0,1
877,0,1,1.6959999999999997,1.072,-0.2,-42.77404784999999,1,0,0,1,1,0,0,0,0,1
27,2,1,0.682,1.8940000000000001,-0.8,14.636840820000089,0,1,0,0,0,0,0,0,1,0
523,2,1,1.402,1.136,0.4,102.13159180000002,0,0,1,0,0,1,0,1,1,0
844,0,1,1.9200000000000004,1.036,1.4,242.59912108999993,1,0,0,1,0,1,0,1,1,0
693,0,1,1.464,1.3359999999999999,0.0,-61.3364257799999,0,0,0,1,0,0,1,0,0,1
745,1,1,1.1179999999999999,0.6940000000000001,0.0,65.52416992000008,0,0,1,0,1,0,0,1,0,0
