Date,Club,Elo,key
2017-12-10,Arsenal,1844.32385254,2017-12-10 00:00:00Arsen
2017-12-13,Arsenal,1841.48266602,2017-12-13 00:00:00Arsen
2017-12-16,Arsenal,1837.55932617,2017-12-16 00:00:00Arsen
2017-12-22,Arsenal,1839.67370605,2017-12-22 00:00:00Arsen
2017-12-28,Arsenal,1839.01635742,2017-12-28 00:00:00Arsen
2017-12-31,Arsenal,1843.71252441,2017-12-31 00:00:00Arsen
2018-01-03,Arsenal,1839.24841309,2018-01-03 00:00:00Arsen
2018-01-14,Arsenal,1839.87072754,2018-01-14 00:00:00Arsen
2018-01-20,Arsenal,1828.37243652,2018-01-20 00:00:00Arsen
2018-01-28,Arsenal,1833.84545898,2018-01-28 00:00:00Arsen
2018-01-30,Arsenal,1833.84545898,2018-01-30 00:00:00Arsen
2018-02-03,Arsenal,1816.79846191,2018-02-03 00:00:00Arsen
2018-02-04,Arsenal,1824.56652832,2018-02-04 00:00:00Arsen
2018-02-10,Arsenal,1824.56652832,2018-02-10 00:00:00Arsen
2018-02-13,Arsenal,1820.15600586,2018-02-13 00:00:00Arsen
2018-02-14,Arsenal,1823.078125,2018-02-14 00:00:00Arsen
2018-02-15,Arsenal,1827.13793945,2018-02-15 00:00:00Arsen
2018-02-20,Arsenal,1829.53942871,2018-02-20 00:00:00Arsen
2018-02-21,Arsenal,1829.31982422,2018-02-21 00:00:00Arsen
2018-02-22,Arsenal,1829.22717285,2018-02-22 00:00:00Arsen
2018-03-01,Arsenal,1828.61010742,2018-03-01 00:00:00Arsen
2018-03-03,Arsenal,1819.37182617,2018-03-03 00:00:00Arsen
2018-03-04,Arsenal,1819.37182617,2018-03-04 00:00:00Arsen
2018-03-06,Arsenal,1807.97680664,2018-03-06 00:00:00Arsen
2018-03-07,Arsenal,1807.55993652,2018-03-07 00:00:00Arsen
2018-03-08,Arsenal,1802.3614502,2018-03-08 00:00:00Arsen
2018-03-11,Arsenal,1816.00378418,2018-03-11 00:00:00Arsen
2018-03-13,Arsenal,1821.26831055,2018-03-13 00:00:00Arsen
2018-03-14,Arsenal,1815.55810547,2018-03-14 00:00:00Arsen
2018-03-15,Arsenal,1813.55334473,2018-03-15 00:00:00Arsen
2018-04-01,Arsenal,1818.03991699,2018-04-01 00:00:00Arsen
2018-04-05,Arsenal,1822.52441406,2018-04-05 00:00:00Arsen
2018-04-08,Arsenal,1837.14672852,2018-04-08 00:00:00Arsen
2018-04-10,Arsenal,1839.77026367,2018-04-10 00:00:00Arsen
2018-04-12,Arsenal,1839.77026367,2018-04-12 00:00:00Arsen
2018-04-14,Arsenal,1840.94006348,2018-04-14 00:00:00Arsen
2018-04-15,Arsenal,1840.94006348,2018-04-15 00:00:00Arsen
2018-04-22,Arsenal,1829.84631348,2018-04-22 00:00:00Arsen
2018-04-24,Arsenal,1834.7310790999998,2018-04-24 00:00:00Arsen
2018-04-26,Arsenal,1837.76745605,2018-04-26 00:00:00Arsen
2018-04-29,Arsenal,1834.97521973,2018-04-29 00:00:00Arsen
2018-05-02,Arsenal,1829.76525879,2018-05-02 00:00:00Arsen
2018-05-03,Arsenal,1828.84155273,2018-05-03 00:00:00Arsen
2018-05-06,Arsenal,1822.53808594,2018-05-06 00:00:00Arsen
2018-05-09,Arsenal,1831.54528809,2018-05-09 00:00:00Arsen
2018-05-13,Arsenal,1817.37023926,2018-05-13 00:00:00Arsen
2018-05-26,Arsenal,1821.08532715,2018-05-26 00:00:00Arsen
2018-07-26,Arsenal,1818.55993652,2018-07-26 00:00:00Arsen
2018-08-02,Arsenal,1818.58947754,2018-08-02 00:00:00Arsen
2018-08-09,Arsenal,1819.5423584000002,2018-08-09 00:00:00Arsen
2018-08-12,Arsenal,1819.93261719,2018-08-12 00:00:00Arsen
2018-08-16,Arsenal,1812.0390625,2018-08-16 00:00:00Arsen
2018-08-18,Arsenal,1814.7935790999998,2018-08-18 00:00:00Arsen
2018-08-23,Arsenal,1809.13793945,2018-08-23 00:00:00Arsen
2018-08-25,Arsenal,1805.36877441,2018-08-25 00:00:00Arsen
2018-08-30,Arsenal,1809.83581543,2018-08-30 00:00:00Arsen
2018-09-02,Arsenal,1807.37231445,2018-09-02 00:00:00Arsen
2018-09-15,Arsenal,1811.19042969,2018-09-15 00:00:00Arsen
2018-09-18,Arsenal,1816.74633789,2018-09-18 00:00:00Arsen
2018-09-19,Arsenal,1814.91320801,2018-09-19 00:00:00Arsen
2018-09-20,Arsenal,1812.97692871,2018-09-20 00:00:00Arsen
2018-09-23,Arsenal,1816.79187012,2018-09-23 00:00:00Arsen
2018-09-29,Arsenal,1821.44042969,2018-09-29 00:00:00Arsen
2018-10-02,Arsenal,1825.61877441,2018-10-02 00:00:00Arsen
2018-10-03,Arsenal,1825.54589844,2018-10-03 00:00:00Arsen
2018-10-04,Arsenal,1819.34509277,2018-10-04 00:00:00Arsen
2018-10-06,Arsenal,1826.27746582,2018-10-06 00:00:00Arsen
2018-10-07,Arsenal,1826.27746582,2018-10-07 00:00:00Arsen
2018-10-22,Arsenal,1834.45080566,2018-10-22 00:00:00Arsen
2018-10-23,Arsenal,1839.12854004,2018-10-23 00:00:00Arsen
2018-10-24,Arsenal,1839.71618652,2018-10-24 00:00:00Arsen
2018-10-25,Arsenal,1839.23840332,2018-10-25 00:00:00Arsen
2018-10-28,Arsenal,1848.79943848,2018-10-28 00:00:00Arsen
2018-11-03,Arsenal,1844.89611816,2018-11-03 00:00:00Arsen
2018-11-06,Arsenal,1845.75830078,2018-11-06 00:00:00Arsen
2018-11-07,Arsenal,1839.34887695,2018-11-07 00:00:00Arsen
2018-11-08,Arsenal,1845.37402344,2018-11-08 00:00:00Arsen
2018-11-10,Arsenal,1838.17785645,2018-11-10 00:00:00Arsen
2018-11-11,Arsenal,1838.17785645,2018-11-11 00:00:00Arsen
2018-11-24,Arsenal,1831.29577637,2018-11-24 00:00:00Arsen
2018-11-25,Arsenal,1831.29577637,2018-11-25 00:00:00Arsen
2018-11-27,Arsenal,1836.89367676,2018-11-27 00:00:00Arsen
2018-11-28,Arsenal,1836.15539551,2018-11-28 00:00:00Arsen
2018-11-29,Arsenal,1835.31762695,2018-11-29 00:00:00Arsen
2018-12-02,Arsenal,1842.25305176,2018-12-02 00:00:00Arsen
2018-12-05,Arsenal,1853.64929199,2018-12-05 00:00:00Arsen
2018-12-08,Arsenal,1855.24963379,2018-12-08 00:00:00Arsen
2018-12-11,Arsenal,1856.67419434,2018-12-11 00:00:00Arsen
2018-12-12,Arsenal,1859.84228516,2018-12-12 00:00:00Arsen
2018-12-13,Arsenal,1857.84753418,2018-12-13 00:00:00Arsen
2018-12-15,Arsenal,1856.36743164,2018-12-15 00:00:00Arsen
2018-12-16,Arsenal,1856.36743164,2018-12-16 00:00:00Arsen
2018-12-18,Arsenal,1843.68920898,2018-12-18 00:00:00Arsen
2018-12-21,Arsenal,1843.68920898,2018-12-21 00:00:00Arsen
2018-12-22,Arsenal,1843.68920898,2018-12-22 00:00:00Arsen
2018-12-26,Arsenal,1846.76000977,2018-12-26 00:00:00Arsen
2018-12-29,Arsenal,1842.28381348,2018-12-29 00:00:00Arsen
2019-01-01,Arsenal,1833.88671875,2019-01-01 00:00:00Arsen
2019-01-12,Arsenal,1837.05297852,2019-01-12 00:00:00Arsen
2019-01-19,Arsenal,1826.44189453,2019-01-19 00:00:00Arsen
2019-01-29,Arsenal,1836.65246582,2019-01-29 00:00:00Arsen
2019-01-30,Arsenal,1838.28674316,2019-01-30 00:00:00Arsen
2019-02-03,Arsenal,1838.28674316,2019-02-03 00:00:00Arsen
2019-02-09,Arsenal,1833.08227539,2019-02-09 00:00:00Arsen
2019-02-12,Arsenal,1835.54675293,2019-02-12 00:00:00Arsen
2019-02-13,Arsenal,1831.44018555,2019-02-13 00:00:00Arsen
2019-02-14,Arsenal,1835.31677246,2019-02-14 00:00:00Arsen
2019-02-19,Arsenal,1828.97802734,2019-02-19 00:00:00Arsen
2019-02-20,Arsenal,1828.37524414,2019-02-20 00:00:00Arsen
2019-02-21,Arsenal,1829.05639648,2019-02-21 00:00:00Arsen
2019-02-24,Arsenal,1839.22961426,2019-02-24 00:00:00Arsen
2019-02-27,Arsenal,1842.77062988,2019-02-27 00:00:00Arsen
2019-03-02,Arsenal,1848.32421875,2019-03-02 00:00:00Arsen
2019-03-05,Arsenal,1851.31640625,2019-03-05 00:00:00Arsen
2019-03-06,Arsenal,1852.77966309,2019-03-06 00:00:00Arsen
2019-03-07,Arsenal,1859.69372559,2019-03-07 00:00:00Arsen
2019-03-10,Arsenal,1846.1517334000002,2019-03-10 00:00:00Arsen
2019-03-12,Arsenal,1856.77099609,2019-03-12 00:00:00Arsen
2019-03-13,Arsenal,1857.28723145,2019-03-13 00:00:00Arsen
2019-03-14,Arsenal,1862.76306152,2019-03-14 00:00:00Arsen
2019-04-01,Arsenal,1883.27783203,2019-04-01 00:00:00Arsen
2019-04-03,Arsenal,1886.75195312,2019-04-03 00:00:00Arsen
2019-04-06,Arsenal,1886.75195312,2019-04-06 00:00:00Arsen
2019-04-07,Arsenal,1886.75195312,2019-04-07 00:00:00Arsen
2019-04-09,Arsenal,1876.34997559,2019-04-09 00:00:00Arsen
2019-04-10,Arsenal,1877.86828613,2019-04-10 00:00:00Arsen
2019-04-11,Arsenal,1876.38525391,2019-04-11 00:00:00Arsen
2019-04-14,Arsenal,1888.78381348,2019-04-14 00:00:00Arsen
2019-04-15,Arsenal,1888.78381348,2019-04-15 00:00:00Arsen
2019-04-16,Arsenal,1893.97497559,2019-04-16 00:00:00Arsen
2019-04-17,Arsenal,1892.17663574,2019-04-17 00:00:00Arsen
2019-04-18,Arsenal,1893.59436035,2019-04-18 00:00:00Arsen
2019-04-21,Arsenal,1901.20776367,2019-04-21 00:00:00Arsen
2019-04-24,Arsenal,1886.98132324,2019-04-24 00:00:00Arsen
2019-04-28,Arsenal,1870.73681641,2019-04-28 00:00:00Arsen
2019-04-30,Arsenal,1852.97363281,2019-04-30 00:00:00Arsen
2019-05-01,Arsenal,1849.58532715,2019-05-01 00:00:00Arsen
2019-05-02,Arsenal,1845.67480469,2019-05-02 00:00:00Arsen
2019-05-05,Arsenal,1857.33044434,2019-05-05 00:00:00Arsen
2019-05-07,Arsenal,1849.92358398,2019-05-07 00:00:00Arsen
2019-05-08,Arsenal,1857.76098633,2019-05-08 00:00:00Arsen
2019-05-09,Arsenal,1862.85168457,2019-05-09 00:00:00Arsen
2019-05-12,Arsenal,1873.2677002,2019-05-12 00:00:00Arsen
2019-05-26,Arsenal,1880.55786133,2019-05-26 00:00:00Arsen
2019-05-29,Arsenal,1880.55786133,2019-05-29 00:00:00Arsen
2016-08-03,Bournemouth,1618.58666992,2016-08-03 00:00:00Bourn
2016-08-04,Bournemouth,1618.58666992,2016-08-04 00:00:00Bourn
2016-08-05,Bournemouth,1619.90783691,2016-08-05 00:00:00Bourn
2016-08-14,Bournemouth,1619.90783691,2016-08-14 00:00:00Bourn
2016-08-16,Bournemouth,1612.43994141,2016-08-16 00:00:00Bourn
2016-08-18,Bournemouth,1613.74853516,2016-08-18 00:00:00Bourn
2016-08-21,Bournemouth,1613.76208496,2016-08-21 00:00:00Bourn
2016-08-24,Bournemouth,1609.65698242,2016-08-24 00:00:00Bourn
2016-08-25,Bournemouth,1609.6673584,2016-08-25 00:00:00Bourn
2016-08-27,Bournemouth,1602.58654785,2016-08-27 00:00:00Bourn
2016-09-10,Bournemouth,1604.57019043,2016-09-10 00:00:00Bourn
2016-09-11,Bournemouth,1611.86010742,2016-09-11 00:00:00Bourn
2016-09-13,Bournemouth,1611.86010742,2016-09-13 00:00:00Bourn
2016-09-14,Bournemouth,1613.01806641,2016-09-14 00:00:00Bourn
2016-09-15,Bournemouth,1615.10717773,2016-09-15 00:00:00Bourn
2016-09-17,Bournemouth,1613.46533203,2016-09-17 00:00:00Bourn
2016-09-18,Bournemouth,1609.84631348,2016-09-18 00:00:00Bourn
2016-09-20,Bournemouth,1609.84631348,2016-09-20 00:00:00Bourn
2016-09-22,Bournemouth,1609.84631348,2016-09-22 00:00:00Bourn
2016-09-23,Bournemouth,1609.84631348,2016-09-23 00:00:00Bourn
2016-09-24,Bournemouth,1609.84631348,2016-09-24 00:00:00Bourn
2016-09-25,Bournemouth,1619.3963623,2016-09-25 00:00:00Bourn
2016-09-27,Bournemouth,1619.3963623,2016-09-27 00:00:00Bourn
2016-09-28,Bournemouth,1623.86315918,2016-09-28 00:00:00Bourn
2016-09-29,Bournemouth,1623.09667969,2016-09-29 00:00:00Bourn
2016-10-01,Bournemouth,1622.54077148,2016-10-01 00:00:00Bourn
2016-10-02,Bournemouth,1624.59362793,2016-10-02 00:00:00Bourn
2016-10-15,Bournemouth,1624.59362793,2016-10-15 00:00:00Bourn
2016-10-16,Bournemouth,1637.8067627,2016-10-16 00:00:00Bourn
2016-10-17,Bournemouth,1637.8067627,2016-10-17 00:00:00Bourn
2016-10-18,Bournemouth,1637.8067627,2016-10-18 00:00:00Bourn
2016-10-19,Bournemouth,1639.19799805,2016-10-19 00:00:00Bourn
2016-10-20,Bournemouth,1638.28637695,2016-10-20 00:00:00Bourn
2016-10-22,Bournemouth,1636.98352051,2016-10-22 00:00:00Bourn
2016-10-24,Bournemouth,1640.609375,2016-10-24 00:00:00Bourn
2016-10-26,Bournemouth,1640.609375,2016-10-26 00:00:00Bourn
2016-10-28,Bournemouth,1640.609375,2016-10-28 00:00:00Bourn
2016-10-29,Bournemouth,1640.609375,2016-10-29 00:00:00Bourn
2016-10-30,Bournemouth,1629.41674805,2016-10-30 00:00:00Bourn
2016-11-01,Bournemouth,1629.41674805,2016-11-01 00:00:00Bourn
2016-11-02,Bournemouth,1634.74377441,2016-11-02 00:00:00Bourn
2016-11-03,Bournemouth,1630.38793945,2016-11-03 00:00:00Bourn
2016-11-04,Bournemouth,1628.56542969,2016-11-04 00:00:00Bourn
2016-11-05,Bournemouth,1628.56542969,2016-11-05 00:00:00Bourn
2016-11-13,Bournemouth,1618.23278809,2016-11-13 00:00:00Bourn
2016-11-19,Bournemouth,1618.23278809,2016-11-19 00:00:00Bourn
2016-11-20,Bournemouth,1629.17492676,2016-11-20 00:00:00Bourn
2016-11-22,Bournemouth,1629.17492676,2016-11-22 00:00:00Bourn
2016-11-23,Bournemouth,1627.97155762,2016-11-23 00:00:00Bourn
2016-11-24,Bournemouth,1626.88806152,2016-11-24 00:00:00Bourn
2016-11-25,Bournemouth,1625.69128418,2016-11-25 00:00:00Bourn
2016-11-26,Bournemouth,1625.69128418,2016-11-26 00:00:00Bourn
2016-11-27,Bournemouth,1625.69128418,2016-11-27 00:00:00Bourn
2016-11-28,Bournemouth,1622.6661377,2016-11-28 00:00:00Bourn
2016-11-30,Bournemouth,1622.6661377,2016-11-30 00:00:00Bourn
2016-12-03,Bournemouth,1622.6661377,2016-12-03 00:00:00Bourn
2016-12-04,Bournemouth,1622.6661377,2016-12-04 00:00:00Bourn
2016-12-06,Bournemouth,1634.41967773,2016-12-06 00:00:00Bourn
2016-12-07,Bournemouth,1634.88879395,2016-12-07 00:00:00Bourn
2016-12-08,Bournemouth,1632.2208252,2016-12-08 00:00:00Bourn
2016-12-09,Bournemouth,1632.51074219,2016-12-09 00:00:00Bourn
2016-12-10,Bournemouth,1632.51074219,2016-12-10 00:00:00Bourn
2016-12-13,Bournemouth,1625.69250488,2016-12-13 00:00:00Bourn
2016-12-17,Bournemouth,1635.06347656,2016-12-17 00:00:00Bourn
2016-12-18,Bournemouth,1635.06347656,2016-12-18 00:00:00Bourn
2016-12-26,Bournemouth,1624.60778809,2016-12-26 00:00:00Bourn
2016-12-31,Bournemouth,1621.25195312,2016-12-31 00:00:00Bourn
2017-01-03,Bournemouth,1636.94177246,2017-01-03 00:00:00Bourn
2017-01-08,Bournemouth,1641.54553223,2017-01-08 00:00:00Bourn
2017-01-14,Bournemouth,1641.54553223,2017-01-14 00:00:00Bourn
2017-01-15,Bournemouth,1628.78894043,2017-01-15 00:00:00Bourn
2017-01-21,Bournemouth,1628.78894043,2017-01-21 00:00:00Bourn
2017-01-22,Bournemouth,1626.35705566,2017-01-22 00:00:00Bourn
2017-01-29,Bournemouth,1626.35705566,2017-01-29 00:00:00Bourn
2017-01-31,Bournemouth,1626.35705566,2017-01-31 00:00:00Bourn
2017-02-03,Bournemouth,1610.99487305,2017-02-03 00:00:00Bourn
2017-02-04,Bournemouth,1610.99487305,2017-02-04 00:00:00Bourn
2017-02-05,Bournemouth,1604.91040039,2017-02-05 00:00:00Bourn
2017-02-06,Bournemouth,1604.91040039,2017-02-06 00:00:00Bourn
2017-02-11,Bournemouth,1604.91040039,2017-02-11 00:00:00Bourn
2017-02-12,Bournemouth,1604.91040039,2017-02-12 00:00:00Bourn
2017-02-13,Bournemouth,1604.91040039,2017-02-13 00:00:00Bourn
2017-02-15,Bournemouth,1599.46606445,2017-02-15 00:00:00Bourn
2017-02-16,Bournemouth,1596.66540527,2017-02-16 00:00:00Bourn
2017-02-21,Bournemouth,1597.78881836,2017-02-21 00:00:00Bourn
2017-02-22,Bournemouth,1600.10705566,2017-02-22 00:00:00Bourn
2017-02-23,Bournemouth,1600.82043457,2017-02-23 00:00:00Bourn
2017-02-25,Bournemouth,1595.76306152,2017-02-25 00:00:00Bourn
2017-03-04,Bournemouth,1591.35266113,2017-03-04 00:00:00Bourn
2017-03-07,Bournemouth,1598.4029541,2017-03-07 00:00:00Bourn
2017-03-09,Bournemouth,1597.38806152,2017-03-09 00:00:00Bourn
2017-03-11,Bournemouth,1597.9050293,2017-03-11 00:00:00Bourn
2017-03-12,Bournemouth,1605.93395996,2017-03-12 00:00:00Bourn
2017-03-14,Bournemouth,1605.93395996,2017-03-14 00:00:00Bourn
2017-03-15,Bournemouth,1612.08544922,2017-03-15 00:00:00Bourn
2017-03-16,Bournemouth,1606.99804688,2017-03-16 00:00:00Bourn
2017-03-18,Bournemouth,1608.48364258,2017-03-18 00:00:00Bourn
2017-04-01,Bournemouth,1617.59301758,2017-04-01 00:00:00Bourn
2017-04-04,Bournemouth,1621.71740723,2017-04-04 00:00:00Bourn
2017-04-05,Bournemouth,1621.71740723,2017-04-05 00:00:00Bourn
2017-04-08,Bournemouth,1628.35742188,2017-04-08 00:00:00Bourn
2017-04-09,Bournemouth,1622.94665527,2017-04-09 00:00:00Bourn
2017-04-10,Bournemouth,1622.94665527,2017-04-10 00:00:00Bourn
2017-04-12,Bournemouth,1622.94665527,2017-04-12 00:00:00Bourn
2017-04-13,Bournemouth,1622.5369873,2017-04-13 00:00:00Bourn
2017-04-15,Bournemouth,1623.01379395,2017-04-15 00:00:00Bourn
2017-04-16,Bournemouth,1619.11206055,2017-04-16 00:00:00Bourn
2017-04-18,Bournemouth,1619.11206055,2017-04-18 00:00:00Bourn
2017-04-19,Bournemouth,1618.57629395,2017-04-19 00:00:00Bourn
2017-04-20,Bournemouth,1618.57629395,2017-04-20 00:00:00Bourn
2017-04-22,Bournemouth,1620.0411377,2017-04-22 00:00:00Bourn
2017-04-23,Bournemouth,1629.76733398,2017-04-23 00:00:00Bourn
2017-04-25,Bournemouth,1629.76733398,2017-04-25 00:00:00Bourn
2017-04-26,Bournemouth,1629.76733398,2017-04-26 00:00:00Bourn
2017-04-29,Bournemouth,1629.76733398,2017-04-29 00:00:00Bourn
2017-05-01,Bournemouth,1638.05029297,2017-05-01 00:00:00Bourn
2017-05-04,Bournemouth,1638.05029297,2017-05-04 00:00:00Bourn
2017-05-05,Bournemouth,1639.8260498,2017-05-05 00:00:00Bourn
2017-05-06,Bournemouth,1639.8260498,2017-05-06 00:00:00Bourn
2017-05-07,Bournemouth,1637.9239502,2017-05-07 00:00:00Bourn
2017-05-08,Bournemouth,1637.9239502,2017-05-08 00:00:00Bourn
2017-05-11,Bournemouth,1637.9239502,2017-05-11 00:00:00Bourn
2017-05-13,Bournemouth,1638.01342773,2017-05-13 00:00:00Bourn
2017-05-14,Bournemouth,1644.04516602,2017-05-14 00:00:00Bourn
2017-05-18,Bournemouth,1644.04516602,2017-05-18 00:00:00Bourn
2017-05-21,Bournemouth,1644.04516602,2017-05-21 00:00:00Bourn
2017-05-24,Bournemouth,1648.03479004,2017-05-24 00:00:00Bourn
2017-05-27,Bournemouth,1650.79382324,2017-05-27 00:00:00Bourn
2017-07-06,Bournemouth,1650.79382324,2017-07-06 00:00:00Bourn
2017-07-22,Bournemouth,1650.79382324,2017-07-22 00:00:00Bourn
2017-07-26,Bournemouth,1650.79382324,2017-07-26 00:00:00Bourn
2017-07-27,Bournemouth,1650.79382324,2017-07-27 00:00:00Bourn
2017-07-29,Bournemouth,1650.81311035,2017-07-29 00:00:00Bourn
2017-08-02,Bournemouth,1650.81311035,2017-08-02 00:00:00Bourn
2017-08-03,Bournemouth,1650.81311035,2017-08-03 00:00:00Bourn
2017-08-12,Bournemouth,1651.14379883,2017-08-12 00:00:00Bourn
2017-08-15,Bournemouth,1644.90197754,2017-08-15 00:00:00Bourn
2017-08-16,Bournemouth,1647.53015137,2017-08-16 00:00:00Bourn
2017-08-17,Bournemouth,1647.53015137,2017-08-17 00:00:00Bourn
2017-08-19,Bournemouth,1648.72521973,2017-08-19 00:00:00Bourn
2017-08-23,Bournemouth,1633.1307373,2017-08-23 00:00:00Bourn
2017-08-24,Bournemouth,1634.66308594,2017-08-24 00:00:00Bourn
2017-08-25,Bournemouth,1634.9440918,2017-08-25 00:00:00Bourn
2017-08-26,Bournemouth,1634.9440918,2017-08-26 00:00:00Bourn
2017-08-27,Bournemouth,1630.96228027,2017-08-27 00:00:00Bourn
2017-09-09,Bournemouth,1630.96228027,2017-09-09 00:00:00Bourn
2017-09-11,Bournemouth,1627.04980469,2017-09-11 00:00:00Bourn
2017-09-12,Bournemouth,1627.04980469,2017-09-12 00:00:00Bourn
2017-09-13,Bournemouth,1628.43969727,2017-09-13 00:00:00Bourn
2017-09-14,Bournemouth,1632.19909668,2017-09-14 00:00:00Bourn
2017-09-15,Bournemouth,1629.36547852,2017-09-15 00:00:00Bourn
2017-09-16,Bournemouth,1634.72827148,2017-09-16 00:00:00Bourn
2017-09-18,Bournemouth,1634.72827148,2017-09-18 00:00:00Bourn
2017-09-23,Bournemouth,1634.72827148,2017-09-23 00:00:00Bourn
2017-09-26,Bournemouth,1630.78063965,2017-09-26 00:00:00Bourn
2017-09-27,Bournemouth,1633.33251953,2017-09-27 00:00:00Bourn
2017-09-28,Bournemouth,1641.08825684,2017-09-28 00:00:00Bourn
2017-09-30,Bournemouth,1639.47790527,2017-09-30 00:00:00Bourn
2017-10-14,Bournemouth,1639.65380859,2017-10-14 00:00:00Bourn
2017-10-15,Bournemouth,1638.05651855,2017-10-15 00:00:00Bourn
2017-10-17,Bournemouth,1638.05651855,2017-10-17 00:00:00Bourn
2017-10-18,Bournemouth,1643.84179688,2017-10-18 00:00:00Bourn
2017-10-19,Bournemouth,1644.26367188,2017-10-19 00:00:00Bourn
2017-10-21,Bournemouth,1641.17028809,2017-10-21 00:00:00Bourn
2017-10-25,Bournemouth,1652.10437012,2017-10-25 00:00:00Bourn
2017-10-28,Bournemouth,1652.10437012,2017-10-28 00:00:00Bourn
2017-10-29,Bournemouth,1648.76647949,2017-10-29 00:00:00Bourn
2017-10-31,Bournemouth,1648.76647949,2017-10-31 00:00:00Bourn
2017-11-01,Bournemouth,1646.00061035,2017-11-01 00:00:00Bourn
2017-11-02,Bournemouth,1654.25378418,2017-11-02 00:00:00Bourn
2017-11-04,Bournemouth,1648.61633301,2017-11-04 00:00:00Bourn
2017-11-05,Bournemouth,1658.05944824,2017-11-05 00:00:00Bourn
2017-11-18,Bournemouth,1658.05944824,2017-11-18 00:00:00Bourn
2017-11-19,Bournemouth,1666.1706543,2017-11-19 00:00:00Bourn
2017-11-21,Bournemouth,1666.1706543,2017-11-21 00:00:00Bourn
2017-11-22,Bournemouth,1668.4822998,2017-11-22 00:00:00Bourn
2017-11-23,Bournemouth,1665.70983887,2017-11-23 00:00:00Bourn
2017-11-25,Bournemouth,1655.19091797,2017-11-25 00:00:00Bourn
2017-11-26,Bournemouth,1655.96166992,2017-11-26 00:00:00Bourn
2017-11-27,Bournemouth,1655.96166992,2017-11-27 00:00:00Bourn
2017-11-29,Bournemouth,1655.96166992,2017-11-29 00:00:00Bourn
2017-12-01,Bournemouth,1646.96716309,2017-12-01 00:00:00Bourn
2017-12-02,Bournemouth,1646.96716309,2017-12-02 00:00:00Bourn
2017-12-03,Bournemouth,1646.96716309,2017-12-03 00:00:00Bourn
2017-12-04,Bournemouth,1645.97192383,2017-12-04 00:00:00Bourn
2017-12-05,Bournemouth,1645.97192383,2017-12-05 00:00:00Bourn
2017-12-06,Bournemouth,1646.0144043,2017-12-06 00:00:00Bourn
2017-12-07,Bournemouth,1645.27526855,2017-12-07 00:00:00Bourn
2017-12-09,Bournemouth,1649.16174316,2017-12-09 00:00:00Bourn
2017-12-13,Bournemouth,1649.93261719,2017-12-13 00:00:00Bourn
2017-12-16,Bournemouth,1648.09326172,2017-12-16 00:00:00Bourn
2017-12-17,Bournemouth,1648.09326172,2017-12-17 00:00:00Bourn
2017-12-18,Bournemouth,1640.03259277,2017-12-18 00:00:00Bourn
2017-12-21,Bournemouth,1640.03259277,2017-12-21 00:00:00Bourn
2017-12-22,Bournemouth,1640.03259277,2017-12-22 00:00:00Bourn
2017-12-23,Bournemouth,1640.03259277,2017-12-23 00:00:00Bourn
2017-12-26,Bournemouth,1637.78112793,2017-12-26 00:00:00Bourn
2017-12-30,Bournemouth,1636.23693848,2017-12-30 00:00:00Bourn
2017-12-31,Bournemouth,1644.53466797,2017-12-31 00:00:00Bourn
2018-01-01,Bournemouth,1644.53466797,2018-01-01 00:00:00Bourn
2018-01-02,Bournemouth,1645.2322998,2018-01-02 00:00:00Bourn
2018-01-06,Bournemouth,1645.2322998,2018-01-06 00:00:00Bourn
2018-01-07,Bournemouth,1645.2322998,2018-01-07 00:00:00Bourn
2018-01-13,Bournemouth,1645.2322998,2018-01-13 00:00:00Bourn
2018-01-14,Bournemouth,1645.2322998,2018-01-14 00:00:00Bourn
2018-01-20,Bournemouth,1656.73071289,2018-01-20 00:00:00Bourn
2018-01-21,Bournemouth,1658.66943359,2018-01-21 00:00:00Bourn
2018-01-30,Bournemouth,1658.66943359,2018-01-30 00:00:00Bourn
2018-01-31,Bournemouth,1658.66943359,2018-01-31 00:00:00Bourn
2018-02-03,Bournemouth,1684.49914551,2018-02-03 00:00:00Bourn
2018-02-10,Bournemouth,1689.89672852,2018-02-10 00:00:00Bourn
2018-02-11,Bournemouth,1689.89672852,2018-02-11 00:00:00Bourn
2018-02-13,Bournemouth,1671.53100586,2018-02-13 00:00:00Bourn
2018-02-14,Bournemouth,1674.453125,2018-02-14 00:00:00Bourn
2018-02-15,Bournemouth,1678.51293945,2018-02-15 00:00:00Bourn
2018-02-17,Bournemouth,1679.0994873,2018-02-17 00:00:00Bourn
2018-02-20,Bournemouth,1679.0994873,2018-02-20 00:00:00Bourn
2018-02-21,Bournemouth,1678.87988281,2018-02-21 00:00:00Bourn
2018-02-22,Bournemouth,1678.78723145,2018-02-22 00:00:00Bourn
2018-02-24,Bournemouth,1678.63696289,2018-02-24 00:00:00Bourn
2018-03-03,Bournemouth,1675.88525391,2018-03-03 00:00:00Bourn
2018-03-04,Bournemouth,1678.90100098,2018-03-04 00:00:00Bourn
2018-03-06,Bournemouth,1678.90100098,2018-03-06 00:00:00Bourn
2018-03-07,Bournemouth,1678.48413086,2018-03-07 00:00:00Bourn
2018-03-08,Bournemouth,1673.28564453,2018-03-08 00:00:00Bourn
2018-03-11,Bournemouth,1676.59814453,2018-03-11 00:00:00Bourn
