Date,Club,Elo,key
2017-02-26,Leicester,1668.7857666,2017-02-26 00:00:00Leice
2017-02-27,Leicester,1668.7857666,2017-02-27 00:00:00Leice
2017-03-04,Leicester,1682.98278809,2017-03-04 00:00:00Leice
2017-03-05,Leicester,1688.60876465,2017-03-05 00:00:00Leice
2017-03-07,Leicester,1688.60876465,2017-03-07 00:00:00Leice
2017-03-08,Leicester,1687.59387207,2017-03-08 00:00:00Leice
2017-03-09,Leicester,1687.59387207,2017-03-09 00:00:00Leice
2017-03-13,Leicester,1688.11083984,2017-03-13 00:00:00Leice
2017-03-14,Leicester,1688.11083984,2017-03-14 00:00:00Leice
2017-03-15,Leicester,1713.41064453,2017-03-15 00:00:00Leice
2017-03-16,Leicester,1708.32312012,2017-03-16 00:00:00Leice
2017-03-18,Leicester,1709.80871582,2017-03-18 00:00:00Leice
2017-03-19,Leicester,1718.38476562,2017-03-19 00:00:00Leice
2017-03-31,Leicester,1718.38476562,2017-03-31 00:00:00Leice
2017-04-01,Leicester,1718.38476562,2017-04-01 00:00:00Leice
2017-04-04,Leicester,1725.92004395,2017-04-04 00:00:00Leice
2017-04-09,Leicester,1730.40856934,2017-04-09 00:00:00Leice
2017-04-12,Leicester,1722.82702637,2017-04-12 00:00:00Leice
2017-04-13,Leicester,1721.15075684,2017-04-13 00:00:00Leice
2017-04-14,Leicester,1721.62756348,2017-04-14 00:00:00Leice
2017-04-15,Leicester,1721.62756348,2017-04-15 00:00:00Leice
2017-04-16,Leicester,1721.62280273,2017-04-16 00:00:00Leice
2017-04-18,Leicester,1721.62280273,2017-04-18 00:00:00Leice
2017-04-20,Leicester,1719.42687988,2017-04-20 00:00:00Leice
2017-04-21,Leicester,1720.8918457000002,2017-04-21 00:00:00Leice
2017-04-22,Leicester,1720.8918457000002,2017-04-22 00:00:00Leice
2017-04-24,Leicester,1720.8918457000002,2017-04-24 00:00:00Leice
2017-04-26,Leicester,1720.8918457000002,2017-04-26 00:00:00Leice
2017-04-28,Leicester,1716.8840332000002,2017-04-28 00:00:00Leice
2017-04-29,Leicester,1716.8840332000002,2017-04-29 00:00:00Leice
2017-04-30,Leicester,1725.5526123,2017-04-30 00:00:00Leice
2017-05-03,Leicester,1725.5526123,2017-05-03 00:00:00Leice
2017-05-04,Leicester,1725.5526123,2017-05-04 00:00:00Leice
2017-05-06,Leicester,1727.32836914,2017-05-06 00:00:00Leice
2017-05-11,Leicester,1733.78686523,2017-05-11 00:00:00Leice
2017-05-13,Leicester,1733.8762207000002,2017-05-13 00:00:00Leice
2017-05-14,Leicester,1730.19140625,2017-05-14 00:00:00Leice
2017-05-17,Leicester,1730.19140625,2017-05-17 00:00:00Leice
2017-05-18,Leicester,1730.19140625,2017-05-18 00:00:00Leice
2017-05-19,Leicester,1715.35241699,2017-05-19 00:00:00Leice
2017-05-20,Leicester,1715.35241699,2017-05-20 00:00:00Leice
2017-05-21,Leicester,1715.35241699,2017-05-21 00:00:00Leice
2017-05-24,Leicester,1711.36279297,2017-05-24 00:00:00Leice
2017-05-28,Leicester,1714.1217040999998,2017-05-28 00:00:00Leice
2017-06-03,Leicester,1714.1217040999998,2017-06-03 00:00:00Leice
2017-07-13,Leicester,1714.1217040999998,2017-07-13 00:00:00Leice
2017-07-22,Leicester,1714.1217040999998,2017-07-22 00:00:00Leice
2017-07-27,Leicester,1714.1217040999998,2017-07-27 00:00:00Leice
2017-08-02,Leicester,1714.14099121,2017-08-02 00:00:00Leice
2017-08-03,Leicester,1714.14099121,2017-08-03 00:00:00Leice
2017-08-11,Leicester,1714.47180176,2017-08-11 00:00:00Leice
2017-08-12,Leicester,1711.15075684,2017-08-12 00:00:00Leice
2017-08-15,Leicester,1711.15075684,2017-08-15 00:00:00Leice
2017-08-16,Leicester,1713.77893066,2017-08-16 00:00:00Leice
2017-08-17,Leicester,1713.77893066,2017-08-17 00:00:00Leice
2017-08-18,Leicester,1714.97399902,2017-08-18 00:00:00Leice
2017-08-19,Leicester,1714.97399902,2017-08-19 00:00:00Leice
2017-08-23,Leicester,1719.81274414,2017-08-23 00:00:00Leice
2017-08-24,Leicester,1721.34509277,2017-08-24 00:00:00Leice
2017-08-26,Leicester,1721.62609863,2017-08-26 00:00:00Leice
2017-08-27,Leicester,1717.22033691,2017-08-27 00:00:00Leice
2017-09-08,Leicester,1717.22033691,2017-09-08 00:00:00Leice
2017-09-09,Leicester,1717.22033691,2017-09-09 00:00:00Leice
2017-09-10,Leicester,1712.22692871,2017-09-10 00:00:00Leice
2017-09-12,Leicester,1712.22692871,2017-09-12 00:00:00Leice
2017-09-13,Leicester,1713.61669922,2017-09-13 00:00:00Leice
2017-09-14,Leicester,1717.37609863,2017-09-14 00:00:00Leice
2017-09-15,Leicester,1714.54248047,2017-09-15 00:00:00Leice
2017-09-16,Leicester,1714.54248047,2017-09-16 00:00:00Leice
2017-09-19,Leicester,1711.02880859,2017-09-19 00:00:00Leice
2017-09-23,Leicester,1711.02880859,2017-09-23 00:00:00Leice
2017-09-26,Leicester,1704.61962891,2017-09-26 00:00:00Leice
2017-09-27,Leicester,1707.17150879,2017-09-27 00:00:00Leice
2017-09-28,Leicester,1714.92724609,2017-09-28 00:00:00Leice
2017-09-30,Leicester,1713.31689453,2017-09-30 00:00:00Leice
2017-10-01,Leicester,1713.14099121,2017-10-01 00:00:00Leice
2017-10-15,Leicester,1713.14099121,2017-10-15 00:00:00Leice
2017-10-16,Leicester,1713.14099121,2017-10-16 00:00:00Leice
2017-10-17,Leicester,1709.59399414,2017-10-17 00:00:00Leice
2017-10-18,Leicester,1715.37927246,2017-10-18 00:00:00Leice
2017-10-19,Leicester,1715.80114746,2017-10-19 00:00:00Leice
2017-10-21,Leicester,1712.70776367,2017-10-21 00:00:00Leice
2017-10-22,Leicester,1721.07324219,2017-10-22 00:00:00Leice
2017-10-29,Leicester,1721.07324219,2017-10-29 00:00:00Leice
2017-10-31,Leicester,1729.61816406,2017-10-31 00:00:00Leice
2017-11-01,Leicester,1726.85229492,2017-11-01 00:00:00Leice
2017-11-02,Leicester,1735.10546875,2017-11-02 00:00:00Leice
2017-11-04,Leicester,1729.46801758,2017-11-04 00:00:00Leice
2017-11-18,Leicester,1729.69458008,2017-11-18 00:00:00Leice
2017-11-21,Leicester,1724.42163086,2017-11-21 00:00:00Leice
2017-11-22,Leicester,1726.73339844,2017-11-22 00:00:00Leice
2017-11-23,Leicester,1723.9609375,2017-11-23 00:00:00Leice
2017-11-24,Leicester,1713.4420165999998,2017-11-24 00:00:00Leice
2017-11-25,Leicester,1712.83129883,2017-11-25 00:00:00Leice
2017-11-26,Leicester,1712.83129883,2017-11-26 00:00:00Leice
2017-11-28,Leicester,1712.83129883,2017-11-28 00:00:00Leice
2017-12-02,Leicester,1724.56237793,2017-12-02 00:00:00Leice
2017-12-05,Leicester,1730.38146973,2017-12-05 00:00:00Leice
2017-12-06,Leicester,1730.4239502,2017-12-06 00:00:00Leice
2017-12-07,Leicester,1729.68493652,2017-12-07 00:00:00Leice
2017-12-09,Leicester,1733.57141113,2017-12-09 00:00:00Leice
2017-12-10,Leicester,1740.2532959000002,2017-12-10 00:00:00Leice
2017-12-11,Leicester,1740.2532959000002,2017-12-11 00:00:00Leice
2017-12-13,Leicester,1740.2532959000002,2017-12-13 00:00:00Leice
2017-12-15,Leicester,1754.58544922,2017-12-15 00:00:00Leice
2017-12-16,Leicester,1754.58544922,2017-12-16 00:00:00Leice
2017-12-17,Leicester,1732.58850098,2017-12-17 00:00:00Leice
2017-12-23,Leicester,1732.58850098,2017-12-23 00:00:00Leice
2017-12-26,Leicester,1735.97888184,2017-12-26 00:00:00Leice
2017-12-30,Leicester,1726.72045898,2017-12-30 00:00:00Leice
2018-01-01,Leicester,1723.56347656,2018-01-01 00:00:00Leice
2018-01-07,Leicester,1729.07202148,2018-01-07 00:00:00Leice
2018-01-13,Leicester,1729.07202148,2018-01-13 00:00:00Leice
2018-01-20,Leicester,1735.0769042999998,2018-01-20 00:00:00Leice
2018-01-21,Leicester,1740.77685547,2018-01-21 00:00:00Leice
2018-01-27,Leicester,1740.77685547,2018-01-27 00:00:00Leice
2018-01-31,Leicester,1740.77685547,2018-01-31 00:00:00Leice
2018-02-03,Leicester,1732.66333008,2018-02-03 00:00:00Leice
2018-02-04,Leicester,1728.84008789,2018-02-04 00:00:00Leice
2018-02-10,Leicester,1728.84008789,2018-02-10 00:00:00Leice
2018-02-11,Leicester,1724.6661377,2018-02-11 00:00:00Leice
2018-02-13,Leicester,1724.6661377,2018-02-13 00:00:00Leice
2018-02-14,Leicester,1727.58813477,2018-02-14 00:00:00Leice
2018-02-15,Leicester,1731.64807129,2018-02-15 00:00:00Leice
2018-02-17,Leicester,1732.23449707,2018-02-17 00:00:00Leice
2018-02-18,Leicester,1732.23449707,2018-02-18 00:00:00Leice
2018-02-20,Leicester,1732.23449707,2018-02-20 00:00:00Leice
2018-02-21,Leicester,1732.01501465,2018-02-21 00:00:00Leice
2018-02-22,Leicester,1731.92224121,2018-02-22 00:00:00Leice
2018-02-24,Leicester,1731.77209473,2018-02-24 00:00:00Leice
2018-03-03,Leicester,1727.40856934,2018-03-03 00:00:00Leice
2018-03-05,Leicester,1724.39282227,2018-03-05 00:00:00Leice
2018-03-06,Leicester,1724.39282227,2018-03-06 00:00:00Leice
2018-03-07,Leicester,1723.97595215,2018-03-07 00:00:00Leice
2018-03-08,Leicester,1718.77746582,2018-03-08 00:00:00Leice
2018-03-09,Leicester,1722.08996582,2018-03-09 00:00:00Leice
2018-03-10,Leicester,1722.08996582,2018-03-10 00:00:00Leice
2018-03-11,Leicester,1733.41308594,2018-03-11 00:00:00Leice
2018-03-13,Leicester,1733.41308594,2018-03-13 00:00:00Leice
2018-03-14,Leicester,1727.70288086,2018-03-14 00:00:00Leice
2018-03-15,Leicester,1725.69812012,2018-03-15 00:00:00Leice
2018-03-17,Leicester,1726.78405762,2018-03-17 00:00:00Leice
2018-03-31,Leicester,1726.78405762,2018-03-31 00:00:00Leice
2018-04-01,Leicester,1736.56604004,2018-04-01 00:00:00Leice
2018-04-03,Leicester,1736.56604004,2018-04-03 00:00:00Leice
2018-04-05,Leicester,1736.56604004,2018-04-05 00:00:00Leice
2018-04-07,Leicester,1740.1126709000002,2018-04-07 00:00:00Leice
2018-04-08,Leicester,1728.57751465,2018-04-08 00:00:00Leice
2018-04-09,Leicester,1728.57751465,2018-04-09 00:00:00Leice
2018-04-12,Leicester,1728.57751465,2018-04-12 00:00:00Leice
2018-04-14,Leicester,1728.86035156,2018-04-14 00:00:00Leice
2018-04-18,Leicester,1721.84338379,2018-04-18 00:00:00Leice
2018-04-19,Leicester,1721.84338379,2018-04-19 00:00:00Leice
2018-04-21,Leicester,1717.81542969,2018-04-21 00:00:00Leice
2018-04-22,Leicester,1717.81542969,2018-04-22 00:00:00Leice
2018-04-23,Leicester,1717.81542969,2018-04-23 00:00:00Leice
2018-04-24,Leicester,1717.81542969,2018-04-24 00:00:00Leice
2018-04-26,Leicester,1720.85192871,2018-04-26 00:00:00Leice
2018-04-28,Leicester,1720.17590332,2018-04-28 00:00:00Leice
2018-05-01,Leicester,1702.00476074,2018-05-01 00:00:00Leice
2018-05-02,Leicester,1702.00476074,2018-05-02 00:00:00Leice
2018-05-03,Leicester,1701.08093262,2018-05-03 00:00:00Leice
2018-05-04,Leicester,1699.55664062,2018-05-04 00:00:00Leice
2018-05-05,Leicester,1699.55664062,2018-05-05 00:00:00Leice
2018-05-06,Leicester,1683.86816406,2018-05-06 00:00:00Leice
2018-05-09,Leicester,1683.86816406,2018-05-09 00:00:00Leice
2018-05-12,Leicester,1698.04309082,2018-05-12 00:00:00Leice
2018-05-13,Leicester,1698.04309082,2018-05-13 00:00:00Leice
2018-05-19,Leicester,1695.73083496,2018-05-19 00:00:00Leice
2018-05-26,Leicester,1695.73083496,2018-05-26 00:00:00Leice
2018-07-26,Leicester,1693.20544434,2018-07-26 00:00:00Leice
2018-08-01,Leicester,1693.23498535,2018-08-01 00:00:00Leice
2018-08-02,Leicester,1693.23498535,2018-08-02 00:00:00Leice
2018-08-09,Leicester,1694.18786621,2018-08-09 00:00:00Leice
2018-08-10,Leicester,1694.578125,2018-08-10 00:00:00Leice
2018-08-11,Leicester,1691.88989258,2018-08-11 00:00:00Leice
2018-08-16,Leicester,1691.88989258,2018-08-16 00:00:00Leice
2018-08-17,Leicester,1694.64440918,2018-08-17 00:00:00Leice
2018-08-18,Leicester,1694.64440918,2018-08-18 00:00:00Leice
2018-08-19,Leicester,1700.42810059,2018-08-19 00:00:00Leice
2018-08-22,Leicester,1700.42810059,2018-08-22 00:00:00Leice
2018-08-23,Leicester,1700.42810059,2018-08-23 00:00:00Leice
2018-08-25,Leicester,1696.65893555,2018-08-25 00:00:00Leice
2018-08-27,Leicester,1705.04199219,2018-08-27 00:00:00Leice
2018-08-28,Leicester,1705.04199219,2018-08-28 00:00:00Leice
2018-08-29,Leicester,1705.04199219,2018-08-29 00:00:00Leice
2018-08-30,Leicester,1705.04199219,2018-08-30 00:00:00Leice
2018-09-01,Leicester,1702.57836914,2018-09-01 00:00:00Leice
2018-09-02,Leicester,1698.4864502,2018-09-02 00:00:00Leice
2018-09-15,Leicester,1698.4864502,2018-09-15 00:00:00Leice
2018-09-16,Leicester,1688.96154785,2018-09-16 00:00:00Leice
2018-09-18,Leicester,1688.96154785,2018-09-18 00:00:00Leice
2018-09-19,Leicester,1687.12854004,2018-09-19 00:00:00Leice
2018-09-20,Leicester,1685.19226074,2018-09-20 00:00:00Leice
2018-09-22,Leicester,1687.53344727,2018-09-22 00:00:00Leice
2018-09-29,Leicester,1692.4095459000002,2018-09-29 00:00:00Leice
2018-10-02,Leicester,1704.52746582,2018-10-02 00:00:00Leice
2018-10-03,Leicester,1704.45458984,2018-10-03 00:00:00Leice
2018-10-04,Leicester,1698.25366211,2018-10-04 00:00:00Leice
2018-10-06,Leicester,1700.09533691,2018-10-06 00:00:00Leice
2018-10-07,Leicester,1689.8170165999998,2018-10-07 00:00:00Leice
2018-10-19,Leicester,1689.8170165999998,2018-10-19 00:00:00Leice
2018-10-21,Leicester,1689.8170165999998,2018-10-21 00:00:00Leice
2018-10-22,Leicester,1689.8170165999998,2018-10-22 00:00:00Leice
2018-10-23,Leicester,1685.13916016,2018-10-23 00:00:00Leice
2018-10-24,Leicester,1685.72680664,2018-10-24 00:00:00Leice
2018-10-25,Leicester,1685.24914551,2018-10-25 00:00:00Leice
2018-10-27,Leicester,1687.87304688,2018-10-27 00:00:00Leice
2018-10-28,Leicester,1685.37902832,2018-10-28 00:00:00Leice
2018-11-03,Leicester,1685.37902832,2018-11-03 00:00:00Leice
2018-11-06,Leicester,1691.54602051,2018-11-06 00:00:00Leice
2018-11-07,Leicester,1685.13659668,2018-11-07 00:00:00Leice
2018-11-08,Leicester,1691.16174316,2018-11-08 00:00:00Leice
2018-11-10,Leicester,1689.98168945,2018-11-10 00:00:00Leice
2018-11-11,Leicester,1686.48400879,2018-11-11 00:00:00Leice
2018-11-24,Leicester,1686.48400879,2018-11-24 00:00:00Leice
2018-11-25,Leicester,1686.59924316,2018-11-25 00:00:00Leice
2018-11-27,Leicester,1686.59924316,2018-11-27 00:00:00Leice
2018-11-28,Leicester,1685.86108398,2018-11-28 00:00:00Leice
2018-11-29,Leicester,1685.02331543,2018-11-29 00:00:00Leice
2018-12-01,Leicester,1687.63598633,2018-12-01 00:00:00Leice
2018-12-05,Leicester,1695.42285156,2018-12-05 00:00:00Leice
2018-12-08,Leicester,1693.76818848,2018-12-08 00:00:00Leice
2018-12-11,Leicester,1687.37719727,2018-12-11 00:00:00Leice
2018-12-12,Leicester,1690.54528809,2018-12-12 00:00:00Leice
2018-12-13,Leicester,1688.55053711,2018-12-13 00:00:00Leice
2018-12-15,Leicester,1686.35827637,2018-12-15 00:00:00Leice
2018-12-22,Leicester,1678.59375,2018-12-22 00:00:00Leice
2018-12-23,Leicester,1692.27856445,2018-12-23 00:00:00Leice
2018-12-26,Leicester,1692.27856445,2018-12-26 00:00:00Leice
2018-12-29,Leicester,1705.68554688,2018-12-29 00:00:00Leice
2019-01-01,Leicester,1692.67651367,2019-01-01 00:00:00Leice
2019-01-04,Leicester,1701.98962402,2019-01-04 00:00:00Leice
2019-01-11,Leicester,1701.98962402,2019-01-11 00:00:00Leice
2019-01-12,Leicester,1701.98962402,2019-01-12 00:00:00Leice
2019-01-13,Leicester,1690.6138915999998,2019-01-13 00:00:00Leice
2019-01-19,Leicester,1690.6138915999998,2019-01-19 00:00:00Leice
2019-01-27,Leicester,1682.32385254,2019-01-27 00:00:00Leice
2019-01-30,Leicester,1682.32385254,2019-01-30 00:00:00Leice
2019-02-03,Leicester,1689.67285156,2019-02-03 00:00:00Leice
2019-02-10,Leicester,1684.39147949,2019-02-10 00:00:00Leice
2019-02-11,Leicester,1681.04199219,2019-02-11 00:00:00Leice
2019-02-12,Leicester,1681.04199219,2019-02-12 00:00:00Leice
2019-02-13,Leicester,1676.9354248,2019-02-13 00:00:00Leice
2019-02-14,Leicester,1680.81201172,2019-02-14 00:00:00Leice
2019-02-17,Leicester,1679.86645508,2019-02-17 00:00:00Leice
2019-02-19,Leicester,1679.86645508,2019-02-19 00:00:00Leice
2019-02-20,Leicester,1679.2635498,2019-02-20 00:00:00Leice
2019-02-21,Leicester,1679.94470215,2019-02-21 00:00:00Leice
2019-02-23,Leicester,1682.92346191,2019-02-23 00:00:00Leice
2019-02-25,Leicester,1665.69104004,2019-02-25 00:00:00Leice
2019-02-26,Leicester,1665.69104004,2019-02-26 00:00:00Leice
2019-03-02,Leicester,1671.00476074,2019-03-02 00:00:00Leice
2019-03-03,Leicester,1671.00476074,2019-03-03 00:00:00Leice
2019-03-05,Leicester,1664.87316895,2019-03-05 00:00:00Leice
2019-03-06,Leicester,1666.33642578,2019-03-06 00:00:00Leice
2019-03-07,Leicester,1673.25048828,2019-03-07 00:00:00Leice
2019-03-09,Leicester,1671.50268555,2019-03-09 00:00:00Leice
2019-03-10,Leicester,1676.77978516,2019-03-10 00:00:00Leice
2019-03-12,Leicester,1676.77978516,2019-03-12 00:00:00Leice
2019-03-13,Leicester,1677.29602051,2019-03-13 00:00:00Leice
2019-03-14,Leicester,1682.77185059,2019-03-14 00:00:00Leice
2019-03-16,Leicester,1688.9486084000002,2019-03-16 00:00:00Leice
2019-03-17,Leicester,1697.7019042999998,2019-03-17 00:00:00Leice
2019-03-30,Leicester,1697.7019042999998,2019-03-30 00:00:00Leice
2019-03-31,Leicester,1706.02355957,2019-03-31 00:00:00Leice
2019-04-03,Leicester,1706.02355957,2019-04-03 00:00:00Leice
2019-04-06,Leicester,1706.02355957,2019-04-06 00:00:00Leice
2019-04-09,Leicester,1714.58850098,2019-04-09 00:00:00Leice
2019-04-10,Leicester,1716.10681152,2019-04-10 00:00:00Leice
2019-04-11,Leicester,1714.62390137,2019-04-11 00:00:00Leice
2019-04-12,Leicester,1718.48669434,2019-04-12 00:00:00Leice
2019-04-13,Leicester,1707.36523438,2019-04-13 00:00:00Leice
2019-04-15,Leicester,1707.36523438,2019-04-15 00:00:00Leice
2019-04-16,Leicester,1707.36523438,2019-04-16 00:00:00Leice
2019-04-17,Leicester,1705.56689453,2019-04-17 00:00:00Leice
2019-04-18,Leicester,1706.98461914,2019-04-18 00:00:00Leice
2019-04-20,Leicester,1709.14111328,2019-04-20 00:00:00Leice
2019-04-21,Leicester,1710.28015137,2019-04-21 00:00:00Leice
2019-04-23,Leicester,1710.28015137,2019-04-23 00:00:00Leice
2019-04-27,Leicester,1710.28015137,2019-04-27 00:00:00Leice
2019-04-28,Leicester,1710.28015137,2019-04-28 00:00:00Leice
2019-04-30,Leicester,1728.04333496,2019-04-30 00:00:00Leice
2019-05-01,Leicester,1724.6550292999998,2019-05-01 00:00:00Leice
2019-05-02,Leicester,1720.74450684,2019-05-02 00:00:00Leice
2019-05-05,Leicester,1724.02807617,2019-05-05 00:00:00Leice
2019-05-06,Leicester,1724.02807617,2019-05-06 00:00:00Leice
2019-05-07,Leicester,1722.63928223,2019-05-07 00:00:00Leice
2019-05-08,Leicester,1730.47668457,2019-05-08 00:00:00Leice
2019-05-09,Leicester,1735.56738281,2019-05-09 00:00:00Leice
2019-05-11,Leicester,1736.50305176,2019-05-11 00:00:00Leice
2019-05-12,Leicester,1736.50305176,2019-05-12 00:00:00Leice
2019-05-19,Leicester,1738.26599121,2019-05-19 00:00:00Leice
2016-08-04,Stoke,1680.39355469,2016-08-04 00:00:00Stoke
2016-08-12,Stoke,1681.71472168,2016-08-12 00:00:00Stoke
2016-08-13,Stoke,1681.71472168,2016-08-13 00:00:00Stoke
2016-08-16,Stoke,1680.90283203,2016-08-16 00:00:00Stoke
2016-08-17,Stoke,1682.21142578,2016-08-17 00:00:00Stoke
2016-08-18,Stoke,1682.21142578,2016-08-18 00:00:00Stoke
2016-08-20,Stoke,1682.22497559,2016-08-20 00:00:00Stoke
2016-08-23,Stoke,1673.2598877,2016-08-23 00:00:00Stoke
2016-08-24,Stoke,1673.2598877,2016-08-24 00:00:00Stoke
2016-08-25,Stoke,1673.27026367,2016-08-25 00:00:00Stoke
2016-08-27,Stoke,1666.18945312,2016-08-27 00:00:00Stoke
2016-09-10,Stoke,1660.44628906,2016-09-10 00:00:00Stoke
2016-09-11,Stoke,1648.35217285,2016-09-11 00:00:00Stoke
2016-09-13,Stoke,1648.35217285,2016-09-13 00:00:00Stoke
2016-09-14,Stoke,1649.51013184,2016-09-14 00:00:00Stoke
2016-09-15,Stoke,1651.59924316,2016-09-15 00:00:00Stoke
2016-09-17,Stoke,1649.95739746,2016-09-17 00:00:00Stoke
2016-09-18,Stoke,1649.95739746,2016-09-18 00:00:00Stoke
2016-09-19,Stoke,1637.14758301,2016-09-19 00:00:00Stoke
2016-09-22,Stoke,1637.14758301,2016-09-22 00:00:00Stoke
2016-09-24,Stoke,1637.14758301,2016-09-24 00:00:00Stoke
2016-09-27,Stoke,1635.76464844,2016-09-27 00:00:00Stoke
2016-09-28,Stoke,1640.23132324,2016-09-28 00:00:00Stoke
2016-09-29,Stoke,1639.46496582,2016-09-29 00:00:00Stoke
2016-10-02,Stoke,1638.90905762,2016-10-02 00:00:00Stoke
2016-10-15,Stoke,1644.20898438,2016-10-15 00:00:00Stoke
2016-10-16,Stoke,1652.65209961,2016-10-16 00:00:00Stoke
2016-10-18,Stoke,1652.65209961,2016-10-18 00:00:00Stoke
2016-10-19,Stoke,1654.04333496,2016-10-19 00:00:00Stoke
2016-10-20,Stoke,1653.13171387,2016-10-20 00:00:00Stoke
2016-10-22,Stoke,1651.82885742,2016-10-22 00:00:00Stoke
2016-10-23,Stoke,1662.83728027,2016-10-23 00:00:00Stoke
2016-10-29,Stoke,1662.83728027,2016-10-29 00:00:00Stoke
2016-10-30,Stoke,1662.83728027,2016-10-30 00:00:00Stoke
2016-10-31,Stoke,1662.83728027,2016-10-31 00:00:00Stoke
2016-11-01,Stoke,1671.85510254,2016-11-01 00:00:00Stoke
2016-11-02,Stoke,1677.18212891,2016-11-02 00:00:00Stoke
2016-11-03,Stoke,1672.82629395,2016-11-03 00:00:00Stoke
2016-11-05,Stoke,1671.00378418,2016-11-05 00:00:00Stoke
2016-11-06,Stoke,1672.31787109,2016-11-06 00:00:00Stoke
2016-11-19,Stoke,1672.31787109,2016-11-19 00:00:00Stoke
2016-11-21,Stoke,1661.37585449,2016-11-21 00:00:00Stoke
2016-11-22,Stoke,1661.37585449,2016-11-22 00:00:00Stoke
2016-11-23,Stoke,1660.17260742,2016-11-23 00:00:00Stoke
2016-11-24,Stoke,1659.08911133,2016-11-24 00:00:00Stoke
2016-11-27,Stoke,1657.89221191,2016-11-27 00:00:00Stoke
2016-12-01,Stoke,1667.01599121,2016-12-01 00:00:00Stoke
2016-12-03,Stoke,1667.01599121,2016-12-03 00:00:00Stoke
2016-12-04,Stoke,1675.31311035,2016-12-04 00:00:00Stoke
2016-12-06,Stoke,1675.31311035,2016-12-06 00:00:00Stoke
2016-12-07,Stoke,1675.78222656,2016-12-07 00:00:00Stoke
2016-12-08,Stoke,1673.11425781,2016-12-08 00:00:00Stoke
2016-12-10,Stoke,1673.4041748,2016-12-10 00:00:00Stoke
2016-12-14,Stoke,1669.92224121,2016-12-14 00:00:00Stoke
2016-12-17,Stoke,1669.52185059,2016-12-17 00:00:00Stoke
2016-12-18,Stoke,1669.56054688,2016-12-18 00:00:00Stoke
2016-12-21,Stoke,1669.56054688,2016-12-21 00:00:00Stoke
2016-12-26,Stoke,1669.56054688,2016-12-26 00:00:00Stoke
2016-12-27,Stoke,1669.56054688,2016-12-27 00:00:00Stoke
2016-12-31,Stoke,1664.30712891,2016-12-31 00:00:00Stoke
2017-01-03,Stoke,1660.82250977,2017-01-03 00:00:00Stoke
2017-01-06,Stoke,1668.5201416,2017-01-06 00:00:00Stoke
2017-01-07,Stoke,1668.5201416,2017-01-07 00:00:00Stoke
2017-01-14,Stoke,1668.5201416,2017-01-14 00:00:00Stoke
2017-01-16,Stoke,1679.62487793,2017-01-16 00:00:00Stoke
2017-01-21,Stoke,1679.62487793,2017-01-21 00:00:00Stoke
2017-01-29,Stoke,1681.52954102,2017-01-29 00:00:00Stoke
2017-02-01,Stoke,1681.52954102,2017-02-01 00:00:00Stoke
2017-02-04,Stoke,1681.31970215,2017-02-04 00:00:00Stoke
2017-02-05,Stoke,1674.79321289,2017-02-05 00:00:00Stoke
2017-02-10,Stoke,1674.79321289,2017-02-10 00:00:00Stoke
2017-02-11,Stoke,1674.79321289,2017-02-11 00:00:00Stoke
2017-02-12,Stoke,1679.09594727,2017-02-12 00:00:00Stoke
2017-02-14,Stoke,1679.09594727,2017-02-14 00:00:00Stoke
2017-02-15,Stoke,1679.09594727,2017-02-15 00:00:00Stoke
2017-02-16,Stoke,1676.29528809,2017-02-16 00:00:00Stoke
2017-02-19,Stoke,1677.41882324,2017-02-19 00:00:00Stoke
2017-02-21,Stoke,1677.41882324,2017-02-21 00:00:00Stoke
2017-02-22,Stoke,1679.73693848,2017-02-22 00:00:00Stoke
2017-02-23,Stoke,1680.45043945,2017-02-23 00:00:00Stoke
2017-02-25,Stoke,1675.39294434,2017-02-25 00:00:00Stoke
2017-02-26,Stoke,1675.39294434,2017-02-26 00:00:00Stoke
2017-02-28,Stoke,1668.40625,2017-02-28 00:00:00Stoke
2017-03-01,Stoke,1668.40625,2017-03-01 00:00:00Stoke
2017-03-04,Stoke,1668.40625,2017-03-04 00:00:00Stoke
2017-03-07,Stoke,1674.89831543,2017-03-07 00:00:00Stoke
2017-03-08,Stoke,1673.88342285,2017-03-08 00:00:00Stoke
2017-03-09,Stoke,1680.05664062,2017-03-09 00:00:00Stoke
2017-03-11,Stoke,1680.5736084000002,2017-03-11 00:00:00Stoke
2017-03-14,Stoke,1680.5736084000002,2017-03-14 00:00:00Stoke
2017-03-15,Stoke,1686.72509766,2017-03-15 00:00:00Stoke
2017-03-16,Stoke,1681.63769531,2017-03-16 00:00:00Stoke
2017-03-17,Stoke,1683.12316895,2017-03-17 00:00:00Stoke
2017-03-18,Stoke,1683.12316895,2017-03-18 00:00:00Stoke
2017-03-19,Stoke,1678.36083984,2017-03-19 00:00:00Stoke
2017-04-01,Stoke,1678.36083984,2017-04-01 00:00:00Stoke
2017-04-03,Stoke,1670.82556152,2017-04-03 00:00:00Stoke
2017-04-04,Stoke,1670.82556152,2017-04-04 00:00:00Stoke
2017-04-05,Stoke,1663.41040039,2017-04-05 00:00:00Stoke
2017-04-08,Stoke,1663.41040039,2017-04-08 00:00:00Stoke
2017-04-12,Stoke,1657.39428711,2017-04-12 00:00:00Stoke
2017-04-13,Stoke,1656.98474121,2017-04-13 00:00:00Stoke
